id;date;author;post;model_label;model_score
153;2000-01-01;8 Sidor;Då tyckte experter att han var psykiskt sjuk, men inte så sjuk att han skulle slippa fängelse.;neutral;-0.01576700061559677
154;2000-01-01;8 Sidor;Han hade gått till sjukhuset men fick inte träffa sin läkare.;negative;-0.23107791505753994
155;2000-01-01;8 Sidor;Men festen slutade med blod och död.;negative;-0.11108068376779556
156;2000-01-01;8 Sidor;Nu håller vattnet på att sjunka men nya problem har dykt upp.;negative;-0.08321779873222113
157;2000-01-01;8 Sidor;Många turister har skadats men ingen har dödats.;neutral;-0.017279278486967087
158;2000-01-01;8 Sidor;Stina Nilsson var bäst av svenskorna .;positive;0.11251779505982995
159;2000-01-01;8 Sidor;Hur olyckan kunde hända är fortfarande oklart .;neutral;-0.02314135804772377
160;2000-01-01;8 Sidor;Egyptens militärer säger att de ska ingripa och stoppa protesterna om inte regeringen och poliserna gör det .;neutral;-0.036163595505058765
161;2000-01-01;8 Sidor;Men vem bryr sig när han slår så fina passningar .;neutral;0.024450921453535557
162;2000-01-01;8 Sidor;Hon heter Ameenah Gurib-Fakim .;neutral;0.00020385999232530594
163;2000-01-01;8 Sidor;EU-kommissionen kan bli nöjd om länderna till exempel höjer skatten för att få in mer pengar .;neutral;0.005098583176732063
164;2000-01-01;8 Sidor;Då är risken att smittan blir ännu mer spridd .;negative;-0.2528069242835045
165;2000-01-01;8 Sidor;Tysken Stefan W Hell delar priset med Eric Betzig och William E Moerner från USA .;neutral;0.043073032051324844
166;2000-01-01;8 Sidor;Experterna vill inte att vi ska resa till eller från Stockholm och andra stora städer .;negative;-0.12752710841596127
167;2000-01-01;8 Sidor;Det har snöat mycket i västra Sverige under natten till tisdag .;neutral;-0.007225183304399252
168;2000-01-01;8 Sidor;Linda Haglund sade att hon var oskyldig och hennes tränare erkände att det var han som gjort fel .;negative;-0.08042767364531755
169;2000-01-01;8 Sidor;Ingen vet hur mycket det kommer att kosta att bygga upp New Orleans .;neutral;-0.04163653217256069
170;2000-01-01;8 Sidor;Fram till-1-10 ska regeringen lägga nästan 8 miljarder kronor på vägar och järnvägar .;neutral;-0.030462908558547497
171;2000-01-01;8 Sidor;EU vill att Europas städer ska få bättre skydd mot terrorister .;neutral;0.0037455111742019653
172;2000-01-01;8 Sidor;I vintras gjorde vi en intervju med Cecilia Wikström .;neutral;0.011220090324059129
173;2000-01-01;8 Sidor;Då var det världens största fartyg .;neutral;0.04980223625898361
174;2000-01-01;8 Sidor;År-1958 kom Sverige tvåa .;neutral;0.0019933655858039856
175;2000-01-01;8 Sidor;Många människor flydde från det kommunistiska Östtyskland till Västtyskland .;positive;0.08358676172792912
176;2000-01-01;8 Sidor;De är arga för att ett gammalt fartyg som Prestige användes för att köra olja .;negative;-0.23346071131527424
177;2000-01-01;8 Sidor;En av sakerna hon kämpat för är att kvinnor ska få köra bil i landet .;neutral;0.03642731532454491
178;2000-01-01;8 Sidor;Minst tio personer i två byar har blivit dödade .;negative;-0.28567778319120407
179;2000-01-01;8 Sidor;Din förening kan nu räknas som ett parti .;neutral;0.002597280777990818
180;2000-01-01;8 Sidor;Det är vanligt att Nordkorea hotar med vapen för att få hjälp med pengar.;negative;-0.08481098804622889
181;2000-01-01;8 Sidor;Den brittiska regeringen är säker på att det var Ryssland som försökte döda dem .;negative;-0.07153177820146084
182;2000-01-01;8 Sidor;Det är inte första gången som det blir våldsamt på matcher i fotboll .;negative;-0.23920631920918822
183;2000-01-01;8 Sidor;Stina Nilsson var bäst av svenskorna .;positive;0.11251779505982995
184;2000-01-01;8 Sidor;Hur olyckan kunde hända är fortfarande oklart .;neutral;-0.02314135804772377
185;2000-01-01;8 Sidor;Egyptens militärer säger att de ska ingripa och stoppa protesterna om inte regeringen och poliserna gör det .;neutral;-0.036163595505058765
186;2000-01-01;8 Sidor;Men vem bryr sig när han slår så fina passningar .;neutral;0.024450921453535557
187;2000-01-01;8 Sidor;Hon heter Ameenah Gurib-Fakim .;neutral;0.00020385999232530594
188;2000-01-01;8 Sidor;EU-kommissionen kan bli nöjd om länderna till exempel höjer skatten för att få in mer pengar .;neutral;0.005098583176732063
189;2000-01-01;8 Sidor;Då är risken att smittan blir ännu mer spridd .;negative;-0.2528069242835045
190;2000-01-01;8 Sidor;Tysken Stefan W Hell delar priset med Eric Betzig och William E Moerner från USA .;neutral;0.043073032051324844
191;2000-01-01;8 Sidor;Experterna vill inte att vi ska resa till eller från Stockholm och andra stora städer .;negative;-0.12752710841596127
192;2000-01-01;8 Sidor;Det har snöat mycket i västra Sverige under natten till tisdag .;neutral;-0.007225183304399252
193;2000-01-01;8 Sidor;Linda Haglund sade att hon var oskyldig och hennes tränare erkände att det var han som gjort fel .;negative;-0.08042767364531755
194;2000-01-01;8 Sidor;Ingen vet hur mycket det kommer att kosta att bygga upp New Orleans .;neutral;-0.04163653217256069
195;2000-01-01;8 Sidor;Fram till-1-10 ska regeringen lägga nästan 8 miljarder kronor på vägar och järnvägar .;neutral;-0.030462908558547497
196;2000-01-01;8 Sidor;EU vill att Europas städer ska få bättre skydd mot terrorister .;neutral;0.0037455111742019653
197;2000-01-01;8 Sidor;I vintras gjorde vi en intervju med Cecilia Wikström .;neutral;0.011220090324059129
198;2000-01-01;8 Sidor;EU säger att regeringen bestämmer för mycket över domstolarna .;neutral;-0.0013677114620804787
199;2000-01-01;8 Sidor;Pengarna ska se till att det blir mer ordning och reda i skolan .;positive;0.057731105014681816
200;2000-01-01;8 Sidor;Att vi har bra jämställdhet är också bra för att få bättre ekonomi i ett land .;positive;0.09570259973406792
201;2000-01-01;8 Sidor;Det är svårare än tidigare för studenter att hitta bostad .;negative;-0.058461494743824005
202;2000-01-01;8 Sidor;Vad händer med den som blir sjuk ?;negative;-0.06405685422942042
203;2000-01-01;8 Sidor;Taylor Michell vandrade ensam när de två vargarna anföll henne .;negative;-0.25453059654682875
204;2000-01-01;8 Sidor;Tingsrätten dömde Mijailovic till livstids fängelse för mordet på utrikesminister Anna Lindh .;neutral;-0.0007225796580314636
205;2000-01-01;8 Sidor;Det hände nyligen när folk protesterade mot att Förenta nationerna , FN , finns i landet .;neutral;-0.03932757629081607
206;2000-01-01;8 Sidor;Där orkanen dragit fram har hus och vägar förstörts .;negative;-0.09215226396918297
207;2000-01-01;8 Sidor;Möter jag någon jag känner måste jag hålla avstånd , samtidigt kan det vara mycket ljud runt omkring , säger Paulina Palm .;neutral;-0.007693848572671413
208;2000-01-01;8 Sidor;Hagamannen tänker bo i Umeå när han släpps fri .;neutral;-0.013665872626006603
209;2000-01-01;8 Sidor;Verkets siffror visar också att färre människor dör i olyckor på jobbet .;neutral;0.035386246629059315
210;2000-01-01;8 Sidor;Han säger att rebellerna har tagit omkring 400 fångar .;neutral;-0.0023017823696136475
211;2000-01-01;8 Sidor; Han är en farlig motståndare .;negative;-0.28010788559913635
212;2000-01-01;8 Sidor;Det har blivit vanligare med skjutningar och mord i de stora städerna i Sverige .;negative;-0.23383574397303164
213;2000-01-01;8 Sidor;Dackarna och Västervik ska tävla i två matcher i finalen .;neutral;0.01231561042368412
214;2000-01-01;8 Sidor;Efter två perioder ledde Kanada bara med-1-0 och svenskarna jagade ett mål .;neutral;-0.014028739184141159
215;2000-01-01;8 Sidor;Han misstänks för att ha hjälpt en knarkliga att ta in knark i Sverige .;negative;-0.09060655534267426
216;2000-01-01;8 Sidor;Sveriges regering vill ha en skatt på flygresor .;neutral;-0.013199205044656992
217;2000-01-01;8 Sidor;Då hinner de inte med ett val också , säger Åsa Fahlén på Lärarnas Riksförbund .;neutral;-0.025985518004745245
218;2000-01-01;8 Sidor;Det är en ovanligt okänd person som blir chef för Skansen .;neutral;0.0055779097601771355
219;2000-01-01;8 Sidor;Olafur Gudmundsson från Kristianstad med bollen i finalen mot Alingsås .;neutral;0.046599593479186296
220;2000-01-01;8 Sidor;William och Kate åkte till sjukhuset tidigt på måndagsmorgonen .;neutral;-0.01431635208427906
221;2000-01-01;8 Sidor;88-årige Noun Chea och 83-årige Khieu Samphan döms till fängelse resten av livet .;neutral;-0.0014619659632444382
222;2000-01-01;8 Sidor;Ett tåg med passagerare blev fast i Gävle .;negative;-0.09007060574367642
223;2000-01-01;8 Sidor;Det kan betyda att färre får hudcancer i framtiden .;positive;0.1375215146690607
224;2000-01-01;8 Sidor;Nu ska domstolen titta på advokatens anmälan och undersöka vad som hänt .;neutral;-0.0019698357209563255
225;2000-01-01;8 Sidor;Han ska också betala en halv miljon kronor till Andreas Danmans familj .;neutral;-0.010135998949408531
226;2000-01-01;8 Sidor;Hon vill också att sexsäljare ska behandlas som andra yrkesgrupper .;neutral;-8.320249617099762e-05
227;2000-01-01;8 Sidor;Regeringen har också tidigare sagt att de vill ordna lätta jobb i kommuner och landsting till de här personerna .;neutral;0.024376681074500084
228;2000-01-01;8 Sidor;Explosionen ska ha varit nära Taksimtorget .;neutral;-0.03066014777868986
229;2000-01-01;8 Sidor;Vi vill också satsa en miljard kronor så att föräldrarna får ut 90 procent av lönen de månaderna .;neutral;0.025294214487075806
230;2000-01-01;8 Sidor;Nu ska en åklagare undersöka vad som har hänt .;neutral;-0.006984609877690673
231;2000-01-01;8 Sidor;Zlatan var matchens stora lirare .;positive;0.38198027200996876
232;2000-01-01;8 Sidor;De flesta holländare vill nu göra det svårare för invandrare att komma till Holland .;negative;-0.05256578512489796
233;2000-01-01;8 Sidor;Presidenten säger att Mohamed Hussein Roble ska jobba med att göra landet bättre och säkrare .;neutral;0.008362160995602608
234;2000-01-01;8 Sidor;Och de fick hjälp av stora företag som Facebook och Google .;positive;0.06510518118739128
235;2000-01-01;8 Sidor;Europeiska Unionen , EU , har nu kommit överens om flera saker .;neutral;0.004495150584261864
236;2000-01-01;8 Sidor;Men Ryssland fortsätter att säga stopp till att släppa fram båtar .;neutral;0.00375162810087204
237;2000-01-01;8 Sidor;Tre Kronor var på väg mot ett misslyckande i ishockey-VM .;negative;-0.3228985657915473
238;2000-01-01;Dagens arena;Integrationspolitiken har de senaste decennierna fokuserat på att vilket jobb som helst är ett bra jobb för utlandsutbildade .;neutral;-0.004638602025806904
239;2000-01-01;Dagens arena;Det finns gott om lämpliga , demokratiskt sinnade aktörer att stödja , och deras behov är som sagt omfattande .;positive;0.12004457414150238
240;2000-01-01;Dagens arena;De tvingas att fatta tuffare beslut än vad de skulle önska i någon sorts ideal värld .;negative;-0.055432215332984924
241;2000-01-01;Dagens arena;Om AD dömer till fackets och den uppsagdas fördel får personen utöver skadestånd också innestående lön under den tid som tvisten pågått och kan få behålla jobbet, och arbetstagaren kan precis som idag köpas ut av arbetsgivaren om denne inte vill ha hen tillbaka.;neutral;0.009586096741259098
242;2000-01-01;Dagens arena;Socialdemokraterna ligger bakom-1900-talets stora jämställdhetsreformer men kampen för det jämlika och jämställda samhället måste fortsätta .;positive;0.13183096470311284
243;2000-01-01;Dagens arena; Arbetet måste injiceras både med väldigt tydliga insatser som går att mäta och följa upp , samtidigt som det är ett långsiktigt och outtröttligt arbete som såväl arbetsgivare som fackförbund måste orka driva .;positive;0.18825625954195857
244;2000-01-01;Dagens arena;Hotell- och restaurangfacket ( HRF ) anser att fackförbunden bör få någon form av ersättning för den extra arbetsbörda det innebär att lämna uppgifter till myndigheter , något de i sig menar är viktigt och en förutsättning för reformen .;neutral;0.008532966952770948
245;2000-01-01;8 Sidor;I Uppland och på Gotland fick många skolbarn ledigt när deras skolor höll stängt .;neutral;-0.022671633400022984
246;2000-01-01;8 Sidor;Tidigare har Nicklas Lidström lett Detroit till seger år-1008 .;positive;0.07340400665998459
247;2000-01-01;8 Sidor;Människor från Norge , Island , Storbritannien , Schweiz och Liechtenstein får också komma .;neutral;0.04870620742440224
248;2000-01-01;8 Sidor;Men i sitt tal berömde han Sverigedemokraterna för att de inte vill öka invandringen .;neutral;-0.018895188346505165
249;2000-01-01;8 Sidor;Så länge ett barn får behandling ska föräldrarna få ledigt , tycker regeringen .;neutral;0.033058702014386654
250;2000-01-01;8 Sidor;Personer från Afghanistan var den grupp som lyckades bäst med att hitta jobb .;neutral;0.013320667669177055
251;2000-01-01;8 Sidor; Vi fick höra nyheten i söndags av männens föräldrar .;neutral;-0.014829213730990887
252;2000-01-01;8 Sidor;Det kan vara fler döda .;negative;-0.1301275584846735
253;2000-01-01;8 Sidor;Grekland regering ska spara pengar bland annat genom att höja pensionsåldern och ge mindre pengar till försvaret .;negative;-0.15852287039160728
254;2000-01-01;8 Sidor;Sverige fick ingen medalj i VM i handboll för herrar .;negative;-0.24397528544068336
255;2000-01-01;8 Sidor;De måste genast få hjälp för att klara sig .;negative;-0.10342088341712952
256;2000-01-01;8 Sidor;De ska också undersöka om sådana läger för flyktingar också skulle kunna vara utanför EU .;neutral;0.012614300474524498
257;2000-01-01;8 Sidor;Socialdemokraternas ledare Stefan Löfven får mer tid på sig att hitta stöd för att bli statsminister .;neutral;0.004146448569372296
