id	date	party	text
47	2013-04-29	v	analysen hänsyn eventuell undanträngningseffekter. sammantaget troligt offentligfinansiell effekten underskattas utredningstjänsten beräkning 
48	2013-04-29	v	analys inflationsmålet höjas 3procent mått riksbanken målvariabel mått underliggande inflationen 
49	2013-04-29	v	andelar utbildning hälso- sjukvård respektive omsorg sociala insatser 
50	2013-04-29	v	andelen kollektivtrafikresenärer godskapaciteten spår vägtransportvolymer inrikestransporterna växthusgasutsläppen utsläpp ökat 
51	2013-04-29	v	andra_länder omedelbart sjösatte finanspolitisk stimulanser svarade regeringen bedriva direkt åtstramande finanspolitik 
52	2013-04-29	v	anmärkningsvärda sammanhanget låga ambitionsnivåer arbetsmarknadspolitiken fortsatt finans- eurokris 
53	2013-04-29	v	annonserade program outright money transaction minskade obligationsräntor skuldtyngda länder halvåret förtroendeindikatorer förbättrats syns emellertid direkt vändning reala ekonomin 
54	2013-04-29	v	använder avancerade upplägg undvika beskattning 
55	2013-04-29	v	arbetet intensifieras fördjupas industrin tillämpa innovationsfrämjande kretsloppsanpassade arbetssätt 
56	2013-04-29	v	arbetet utgör basen välfärd ekonomisk välstånd möjlighet delaktighet samhällslivet 
57	2013-04-29	v	arbetsförmedlingen identifierat grupper utsatta arbetsmarknaden utomeuropeiskt_födda utbildning förgymnasialt utbildade äldre funktionsnedsättning 
58	2013-04-29	v	arbetsgivar marknadsmakt ökat löntagar positioner försvagats 
59	2013-04-29	v	arbetslösa fyllt erbjuds gymnasiestudier vuxenutbildningen förmånlig finansiering aktivitetsstöd studiemedel bidragsdel satsning utökar platser komvux 
60	2013-04-29	v	arbetslösa saknar gymnasieutbildning komplettera yrkesvux yrkesinriktade kurser gymnasial nivå komvux 
61	2013-04-29	v	arbetslösa ungdomar åldern tydligt skattesänkarpolitiken avsedd effekt 
62	2013-04-29	v	arbetslösa utsatta grupper beräknas arbetsförmedlingen motsvara arbetslösheten. diagram inskrivna arbetslösa källa arbetsförmedlingen diagram arbetslösa källa arbetsförmedlingen 
63	2013-04-29	v	arbetslöshet borgerliga_regeringen skurit_ned kraftigt arbetsmarknadsutbildningen 
64	2013-04-29	v	arbetslösheten brukar företagen tillsätta utlysta tjänster 
65	2013-04-29	v	arbetslösheten sjönk gruppen utsatta ekonomisk återhämtningen arbetslösheten utsatta grupper nivå 
66	2013-04-29	v	arbetslösheten återhämtningsfasen finanskrisen sjönk arbetslöshet svensk historiskt perspektiv internationell jämförelse 
67	2013-04-29	v	arbetslösheten ökade kraftigt förelåg deflation diagram 
68	2013-04-29	v	arbetslösheten ökat procentenheter regeringen tillträdde långtidsarbetslösheten ökat diagram långa arbetslöshetstider löper fastna långtidsarbetslöshet slås_ut arbetsmarknaden 
69	2013-04-29	v	arbetslöshet präglas regeringen politik bristen samhällsnyttiga investeringar skapa jobb 
70	2013-04-29	v	arbetslöshet saknas kvalificerade yrkesarbetare branscher yrken 
71	2013-04-29	v	arbetslöshetsförsäkringen försämrats anställningsskyddet försvagats fackliga medlemskapet fördyrats 
72	2013-04-29	v	arbetslöshetsförsäkringen utformning legitimitet avgörande flexibel arbetsmarknad präglas strukturomvandling produktivitetsutveckling rörlighet 
73	2013-04-29	v	arbetslöshet ökad makt kapitalet arbetandes bekostnad 
74	2013-04-29	v	arbetsmarknadsutbildning förbättrar kompetensförsörjningen arbetsmarknaden förbereder arbetslösa jobb framtiden 
75	2013-04-29	v	arbetsmarknadsutbildning verktygen aktiv arbetsmarknadspolitik leder arbete 
76	2013-04-29	v	arbetsplatser otrygga anställningar präglas ökad stress arbetsmiljö lägre organisationsgrad löntagar kollektiva styrka försvagas påverkas samhället 
77	2013-04-29	v	arbetstagare otrygga anställningar svårare engagera fackligt tillvarata rättigheter påverkas arbetstagare löntagarkollektivet 
78	2013-04-29	v	arbetstagare otrygg anställning möter välfärdssystem svensk modell arbete bygger tills-vidareanställning heltid 
79	2013-04-29	v	avancerat kunnande solceller termisk solkraft solvärme byggt_ut solenergin utnyttjat exportmöjligheter 
80	2013-04-29	v	avgiften behövs finansieringen försäkringen kraftigt överfinansierad avskaffar arbetslöshetsavgiften 
81	2013-04-29	v	avkastningen privata företag vård skola omsorg jämföras 8procent privata företag exklusive finansiell företag regeringen bedömer kommunala konsumtionen utvecklas svagt närmaste åren 
82	2013-04-29	v	avsaknaden sammanhållet järnvägssystem minskar möjligheter kostnadseffektivt nyttja bristfälliga anslag underhåll investeringar 
83	2013-04-29	v	avseende skiljer emellertid förda finanspolitiken 
84	2013-04-29	v	avses penningpolitiken åsidosätta inflationsmålet syftar stabilisera resursutnyttjandet 
85	2013-04-29	v	avvisar regeringens_förslag investeraravdrag risken skatteplanering skatteundandragande fördelningspolitisk 
86	2013-04-29	v	avvägningar privat offentlig konsumtion skattesänkningar skattehöjningar privat solidarisk finansiering debatten emellertid teknokratisk slagsida 
87	2013-04-29	v	bakgrund central betydelse kvaliteten gymnasiala yrkesutbildningar stärks 
88	2013-04-29	v	bakgrund uppseendeväckande regeringen vårpropositionen höjer generell bidragen kommunsektorn 
89	2013-04-29	v	bakomliggande tanken skattesatser hållas konstanta förenligt bibehållen välfärd framtiden offentliga_finanser tillåts underskott 
90	2013-04-29	v	balanskravet innebar kommun landsting besluta budget balan enskilt 
91	2013-04-29	v	baserat arbetslöshetsmåttet heltidsstudenter söker arbete ingår bedömning nivå 
92	2013-04-29	v	baserat genomsnittlig bruttokostnad kronor anställd 
93	2013-04-29	v	baserat genomsnittlig deltid deltidsanställda räkna_ut deltidsgap motsvarar heltidstjänster tabell nedan 
94	2013-04-29	v	basindustrin exporten malm avancerade pappersprodukter specialstål 
95	2013-04-29	v	beaktat moms- bnp-effekter ökad privat_konsumtion 
96	2013-04-29	v	bedöma nivån statsbudgeten utgifter framåt förknippat osäkerhet utgifter statsbudgeten känsliga pris- löneförändringar makroekonomiska_utvecklingen 
97	2013-04-29	v	bedömare optimistisk prognos tabell nedan 
98	2013-04-29	v	bedömning klimatprogrammet kraftfullt styrmedel utsläppen växthusgaser stimulera utveckling miljöteknik företag ökad sysselsättning 8.5bygg bostadsbristen bostadspolitik 
99	2013-04-29	v	befolkningen tidsperiod ökat resulterat minskad personaltäthet försämrad kvalitet områden 
100	2013-04-29	v	behovet anställda ökade resurser kommuner landsting 
101	2013-04-29	v	behovet bostad förbättrad infrastruktur investeringar framtiden ökar sysselsättningen tillväxten 
102	2013-04-29	v	behov skattesystemet klimatfrågan avgörande utmaning 
103	2013-04-29	v	behövs arbete rättvist jämlikt samhälle 
104	2013-04-29	v	behövs lag- regeländringar stöd uppstart sparbanker 
105	2013-04-29	v	behövs reell satsningar skapa jobb bygga bostad folk råd skapa likvärdig skola delar_upp elever segregerande 
106	2013-04-29	v	behövs stödjande åtgärder nyanlända_invandrare snabbare etableras arbetsmarknaden 
107	2013-04-29	v	bejaka strukturomvandlingen krävs arbetslöshetsförsäkring råd möjligheter omskolning vidareutbildning 
108	2013-04-29	v	beläggen jobbskatteavdraget skapa jobb svaga 
109	2013-04-29	v	beräknades överskotten förbytas likaledes löpande tämligen konstanta underskott diagram nedan 
110	2013-04-29	v	beräknas finansiella_sparandet stiga trendmässigt kalkylperioden 
111	2013-04-29	v	beräkningen baseras antagandet avkastningen verksamhet finansieras skatt densamma avkastningen verksamhet finansieras privat 
112	2013-04-29	v	beräkningen utgår ökade sysselsättningen fördelar nuvarande fördelningen beträffande skattefinansierad sysselsättning respektive skattefinansierad sysselsättning 
113	2013-04-29	v	beskrivna strukturomvandlingen svenska ekonomin förändringen arbetslösheten sammansättning utmaningar utbildnings- arbetsmarknadspolitiken 
114	2013-04-29	v	besparingar minskade tillväxten ökade arbetslösheten resulterade statsskulder ökade 
115	2013-04-29	v	besöker vårdcentralen flyttar_in äldreboende trygghet behov avgör stöd bemötas lönsam anses 
116	2013-04-29	v	betalar pensionärer sjuka arbetslösa skatt löntagare inkomst 
117	2013-04-29	v	bidragande orsak bristen realistisk alternativscenarion 
118	2013-04-29	v	bidragande orsaker svaga utvecklingen eurokrisen finanspolitisk åtstramningar hushållen ökade sparande fortsatta problem finanssektorn 
119	2013-04-29	v	bilden vändning konjunkturläget emellertid entydig sysselsättningssiffror väntat 
120	2013-04-29	v	billigare möta kunskapsinnehåll resurseffektivare produktion produktion varor tjänster utgår samhällsutmaningar 
121	2013-04-29	v	bnp-gapet. riksbanken inflationsmålet infördes emellertid framgångsrik stabilisera svenska ekonomin resursutnyttjande 
122	2013-04-29	v	bnp-gapet uppskattning skillnaden faktisk potentiell potentiell avses bnp-nivå ekonomin jämvikt 
123	2013-04-29	v	borgerliga_regeringen jobbskatteavdrag avdrag hushållsnära tjänster nedsatta arbetsgivaravgifter unga äldre allvarligt urholkat skattesystemets grunder principen skatt bärkraft 
124	2013-04-29	v	borgerliga_regeringen attack svenska välfärdsmodellen strategisk metodisk genomtänkt 
125	2013-04-29	v	borgerliga_regeringen försämringar arbetslöshetsförsäkringen grupp arbetslösa a-kassegrundad ersättning 
126	2013-04-29	v	borgerlig regering konstatera förda politiken misslyckats 
127	2013-04-29	v	bostadsbristen storstad byggas_bort välfärden eftersatta behov 
128	2013-04-29	v	bostad situationen bekymmersam storstadsregioner universitetsorter 
129	2013-04-29	v	branscher rekrytera brist utbildning kompeten utbildningsform möta behov yrkeshögskola 
130	2013-04-29	v	brasilien tillväxten prognosmakare bedömer emellertid tillväxten fart närmaste åren 
131	2013-04-29	v	breda samhällsnyttiga investeringar grön infrastruktur bidrar miljö- klimatmål 
132	2013-04-29	v	bred samverkan offentliga privata aktörer innebar stödet utveckling miljötekniken biogasområdet bidrog ökad export miljöteknik 
133	2013-04-29	v	brister emellertid kapaciteten järnvägssträckor utnyttjas optimalt 
134	2013-04-29	v	brister infrastrukturen försvårar resandet arbetet försämrar arbetsmarknaden funktionssätt 
135	2013-04-29	v	brister återfinns storstadsregioner betydande flaskhalsar 
136	2013-04-29	v	brist utvecklingskapital saknas samordning renodling statliga_myndigheter bolagen verksamheter 
137	2013-04-29	v	brittisk besparingar förväntade effekter skuldutvecklingen uteblivit 
138	2013-04-29	v	brittisk besparingspolitiken resulterat snabbare ökning offentliga skulden expansiva amerikanska finanspolitiken diagram nedan besparingspolitiken sociala konsekvenser tydligare 
139	2013-04-29	v	brt. införa lokalt stöd kollektivtrafik vatten kapaciteten nyttja vattenvägar 
140	2013-04-29	v	bruttoinkomsten ingår skattepliktiga transfereringar arbetslöshetsersättning sjukpenning 
141	2013-04-29	v	bryta politik ökar klyftor skapar segregerade bostadsområden skola 
142	2013-04-29	v	budgeteringsmarginaler utgiftstaken styrande budgetprocessen urholkas 
143	2013-04-29	v	budgetlagen ändras lånefinansiering utgöra huvudprincip 
144	2013-04-29	v	bygga höghastighetsbanor skapa attraktiva resmöjligheter långväga resenärer invånar regionala tillgänglighet arbetsplatser utbildning förbättrades 
145	2013-04-29	v	central betydelse penningpolitiken används motverka konjunktursvängningar sysselsättning produktion bestående effekter 
146	2013-04-29	v	dáddio intergenerational mobility does offset reinforce income inequality growing unequal oecd mått social rörlighet sambandet fäders söners inkomster dnr dnr 
147	2013-04-29	v	danmark finland storbritannien årsskiftet aviserat sänka bolagsskattesatser 
148	2013-04-29	v	debattörer pekade stigande privata konsumtionen menade omvandla privata konsumtionsutrymmet offentlig konsumtion höjda skatter 
149	2013-04-29	v	decennier andelen tillsvidareanställda minskat andelen tidsbegränsat anställda ökat anställda tidsbegränsad anställning 
150	2013-04-29	v	decenniet betydande utbyggnad järnvägen 
151	2013-04-29	v	definition full sysselsättning arbeta jobb 
152	2013-04-29	v	delprojekt sistnämnda området utgöras samverkansprogram gruvnäringen mjukvaruindustrin turistnäringen stimulera forskning utveckling medelstora_företag 
153	2013-04-29	v	demografiska_utvecklingen parad avfolkningen landsbygden personalförsörjningen offentliga välfärdstjänster landsbygden press 
154	2013-04-29	v	diagram arbetslöshet feb. 2013 arbetskraften säsongsrensade värden källa eurostat regeringen ansvar utveckling betydande 
155	2013-04-29	v	diagram arbetslöshet inflation finanskrisen källa 
156	2013-04-29	v	diagram arbetslöshet investeringar källa konjunkturinstitutet ameco 
157	2013-04-29	v	diagram arbetslöshet kapitalstocken tillväxt källa konjunkturinstitutet ameco 
158	2013-04-29	v	diagram arbetslöshet år källa aku 
159	2013-04-29	v	diagram arbetslöshet år säsongsrensade värden källa aku 
160	2013-04-29	v	diagram beveridgekurvan källa konjunkturläget augusti 
161	2013-04-29	v	diagram bnp-tillväxt index 2007q4=100 källa eurostat 
162	2013-04-29	v	diagram bruttoskuld bnp källa oecd 4.2konjunkturläget bnp-tillväxten landade blygsamma 
163	2013-04-29	v	diagram finansiellt_sparande bp04 källa bp04 bilaga 
164	2013-04-29	v	diagram finansiellt_sparande vp13 källa vp13 
165	2013-04-29	v	diagram inkomstgap män kvinnor källa dnr 
166	2013-04-29	v	diagram kommunal konsumtion källa konjunkturinstitutet bp13 
167	2013-04-29	v	diagram kommunfinansierad sysselsättning konsumtion konsumtion skala sysselsättning källa konjunkturinstitutet bp13 
168	2013-04-29	v	diagram kvinnor relativa fattigdomsgränsen källa dnr 
169	2013-04-29	v	diagram långtidsarbetslösa år källa arbetsförmedlingen 
170	2013-04-29	v	diagram långvarig ekonomisk_standard befolkningen källa regeringskansliet vp12 
171	2013-04-29	v	diagram män respektive kvinnor veckoarbetstid &lt källa dnr 
172	2013-04-29	v	diagram nedan syns kurvan skiftat utåt. förhållande matchningen arbetsmarknaden fungerar arbetslösheten given nivå vakanser 
173	2013-04-29	v	diagram nedan visas utvecklingen kvinnors mäns sysselsättningsgrad åren 1990-talskrisen skillnaden sysselsättningsgrad tämligen konstant procentenheter sysselsättningsgap motsvarar 
174	2013-04-29	v	diagram styrräntor finanskrisen månadsvärden månaden källa 
175	2013-04-29	v	diagram sysselsättning effektiv ersättningsgrad a-kassan källa konjunkturinstitutet 
176	2013-04-29	v	diagram sysselsättningsgrad kvinnor män 19882013 källa aku 
177	2013-04-29	v	diagram sysselsättningsgrad år källa aku 
178	2013-04-29	v	diagram sysselsättningsgrad år säsongsrensade värden källa aku 
179	2013-04-29	v	diagram visas sambandet kapitalstocken tillväxt arbetslösheten perioden intressanta iakttagelser göras 
180	2013-04-29	v	diagram visas utvecklingen sysselsättningsgraden genomsnittliga effektiva ersättningsnivån a-kassan 1980-talet effektiva ersättningsnivån lönen tidpunkt sysselsättningsgraden effektiva ersättningsnivån successivt fallit 
181	2013-04-29	v	direkta effekten regeringen nedmontering försäkringssystemen besparingar privatiseringarna välfärden individer drabbas hårt ekonomisk socialt 
182	2013-04-29	v	direktionen ledamöter utses öppen process 
183	2013-04-29	v	diskussionen fart allvar 1990-talet 2000-talet 
184	2013-04-29	v	dras undan hyresmarknaden ombildningar bostadsrätter unga vuxna saknar boende fylla behovet bostad 
185	2013-04-29	v	drivit politik försvagat svenska modellen grunder 
186	2013-04-29	v	drog_ned tillväxten svag utveckling exportindustrin 
187	2013-04-29	v	dröjsmål påbörja förberedelser järnväg kaunisvaara svappavaara ökad kapacitet inlandsbanan 
188	2013-04-29	v	dynamisk näringsliv fungerande kapitalförsörjning avgörande betydelse privata offentliga aktörer kapitalförsörjningen 
189	2013-04-29	v	därtill aktiva arbetsmarknadspolitiken monterats_ned arbetsmiljöverkets resurser dränerats 
190	2013-04-29	v	därtill krävs strategisk näringspolitik identifierar understöder sveriges komparativa fördelar globala ekonomin betydande satsningar forskning utveckling 
191	2013-04-29	v	därtill lägger konkreta förslag ökade offentliga investeringar föreslår staten ändra budgetlagen lånefinansiering utgör huvudprincip staten utsträckning fördela investeringskostnader investerings livslängd 
192	2013-04-29	v	därtill regeringen låtit ekonomiskt_utsatta grupper ensamstående föräldrar garantipensionärer majoritet kvinnor halka ekonomisk 
193	2013-04-29	v	därutöver erbjuds former utbildning arbetsmarknadsutbildning yrkeshögskola yrkesvux komvux platser garantin kombinera arbete studier 
194	2013-04-29	v	därutöver problem enkelspår brist mötesplatser låga investeringar samhällsproblem 
195	2013-04-29	v	därutöver satsa skolmiljard öronmärkta statsbidrag riktade skola elever behoven resurser målen 
196	2013-04-29	v	därutöver sparbanker möjligheter stärka kapitalbas ap-fonder placeringsregler ändras 
197	2013-04-29	v	därutöver tillför kommuner resurser riktade satsningar redogör satsning bemanningen kvaliteten äldreomsorgen föreslå treårigt investeringsstöd kommunsektorn 
198	2013-04-29	v	effekter finanskrisen värst användes aktiv arbetsmarknadspolitik 
199	2013-04-29	v	effekter förda politiken arbetslöshet företagen rekrytera arbetskraft 
200	2013-04-29	v	effekter regeringen socialförsäkringspolitik försörjningsstödet alltmer alternativ social- arbetslöshetsförsäkringen 
201	2013-04-29	v	ekonomiska_krisen 1990-talet speciell orsaker utrymme närmare analysera 
202	2013-04-29	v	ekonomiska_läget bedömningar svenska ekonomin splittrad 
203	2013-04-29	v	ekonomiska_läget väsenskilt situationen överskottsmålet aviserades 
204	2013-04-29	v	ekonomiska_möjlighet leva bostad rimliga_kostnader trygg boendemiljö hyresrätten betydelse billiga hyresrätter behövs 
205	2013-04-29	v	ekonomiska_politiken bidra minskade ekonomisk sociala skillnader 
206	2013-04-29	v	ekonomiska_politiken decennier åstadkomma full sysselsättning 
207	2013-04-29	v	ekonomisk ramverket utgå samhällsproblem gårdagen huvuduppgiften bekämpa arbetslösheten full sysselsättning övergripande målet 
208	2013-04-29	v	ekonomiska_villkoren studerar heltid arbeta studier terminerna studiemedlen reala värde sjunkit vänsterpartiet höja studiemedlen 
209	2013-04-29	v	ekonomiska_vårproposition statsskuld budgetresultat starkaste statsfinanser världen massarbetslösheten vardag 
210	2013-04-29	v	ekonomisk återhämtningen ordentlig fart emellertid politiker ekonomer förespråka politik budgetåtstramningar växande statsskulder följde ekonomiska_krisen exitstrategier modeordet 
211	2013-04-29	v	ekonomisk hushållning brukar avses resultat uppgår skatter statsbidrag 
212	2013-04-29	v	ekonomisk_standard avses inkomster understiger medianinkomsten vp13 
213	2013-04-29	v	elever kunskap lärande utveckling bakgrund krävs nationell likvärdig skola decennier utvecklingen 
214	2013-04-29	v	elever ökat procentuell anställda lett kontinuerligt försämrad personaltäthet 
215	2013-04-29	v	emellertid praktisk betydelse ledamöter direktionen söka ta_emot instruktioner fullgör penningpolitisk uppgifter ordning orimlig 
216	2013-04-29	v	emellertid tolka beräkningar välfärden finansiering sättas tryck kommande decennier demografiska_utvecklingen innebära ökade utgifter 
217	2013-04-29	v	energieffektivisering satsning biogas infrastruktur elbilar programmet bidra långsiktigt klimatarbete kommuner incitament lokala klimatstrategier 
218	2013-04-29	v	energi- teknikbolag kommunala utgör klimatarbetet riksdagen fastställda energi- klimatmålen 
219	2013-04-29	v	ensidiga fokuset välfärden finansieringsfrågor lett fråga uppmärksamhet förtjänar 
220	2013-04-29	v	enskilt posten regeringen ensidiga skattesänkarpolitik jobbskatteavdraget främsta syfte löner nere 
221	2013-04-29	v	erfarenheter vänsterpartiet genomföra satsningen svensk politik lokala hållbara investeringar klimatprogrammet 
222	2013-04-29	v	ersättningsgraden a-kassan effektiv ersättningsgrad lön baserad individ genomsnittlig lön berättigad arbetslöshetsförsäkringen inkomstrelaterade 
223	2013-04-29	v	ettåriga utgiftstak ökar flexibiliteten finanspolitiken utgiftstaken anpassas konjunkturläget 
224	2013-04-29	v	euroländer inlett fördjupat samarbete införa skatt finansiell transaktioner 
225	2013-04-29	v	euroländer genomsnittliga årliga tillväxt beräknar daly procentenheter drivits ökade sysselsättningsgraden kvinnor 
226	2013-04-29	v	euroområdet likartad ekonomisk_utveckling stigande arbetslöshet deflationstendenser 
227	2013-04-29	v	euroområdet syns tecken stabilisering finansiell marknader 
228	2013-04-29	v	expansiv penningpolitik statliga räddningspaket banksektorn räddades världsekonomin fullständig kollaps 
229	2013-04-29	v	exportberoende land starka offentliga_finanser förutsättning stabil makroekonomisk_utveckling 
230	2013-04-29	v	exporttillväxten sjönk svaga skakiga omvärldskonjunkturen påverkade inhemska efterfrågan 
231	2013-04-29	v	fackliga_organisationer aktörer arbetet förbättra villkoren arbetslivet arbetstagar inflytande arbetsplatser 
232	2013-04-29	v	faktum majoriteten utförsäkrats sjukförsäkringen förlorat skärpta villkoren deltidsarbetande a-kassan kvinnor svårsmält regeringen jämställdhetsvinst 
233	2013-04-29	v	fann starkt positivt samband realränta arbetslöshet. effekter arbetsmarknaden institutioner icke-robusta 
234	2013-04-29	v	fasta bruttoinvesteringar arbetslöshet ameco 
235	2013-04-29	v	fasta jobb heltid gemensam fungerande barn- äldreomsorg ökar kvinnors arbetsutbud möjligheter delta arbetsmarknaden villkor 
236	2013-04-29	v	fattigdomen sociala desperationen spår fascistisk partier vunnit styrka 
237	2013-04-29	v	figur utvecklingen figuren hörn figuren mittre 
238	2013-04-29	v	finansdepartementets grundscenario offentliga konsumtionen växer demografiska_utvecklingen skapas finansiell överskott 
239	2013-04-29	v	finansdepartementets långsiktiga kalkyler skattesatser välfärden hölls konstanta offentliga_finanser löpande jämnt överskott demografisk betingade utgifter stiga 
240	2013-04-29	v	finansdepartementets långsiktiga prognoser offentliga_finanser emellertid omkullkastat teoretisk grunden förtida sparandet motiv överskottsmålet 
241	2013-04-29	v	finansdepartementet utvecklingen arbetsmarknaden funktionssätt bedömas 
242	2013-04-29	v	finansdepartementet utvecklingen arbetsmarknaden funktionssätt bedömas sysselsättningsgrad 
243	2013-04-29	v	finansiärer utförare vård skola omsorg perioden 
244	2013-04-29	v	finanskrisen sjönk investeringar bred front svenska ekonomin 
245	2013-04-29	v	finanskrisen sänkte centralbanker dramatisk styrräntor syfte stabilisera finansmarknader efterfrågan 
246	2013-04-29	v	finanspolitisk ramverken kompletteras ramverk full sysselsättning 
247	2013-04-29	v	finanspolitiska_ramverket hör överskottsmålet offentliga_sektorns finansiella_sparande kommuner balanskrav utgiftstaken statsbudgeten förfarandet investeringar infrastruktur normalfallet direktavskrivs anslag statsbudgeten riksdagsordningen bestämmelser rambeslutsmodellen 
