id	date	author	post
11	2023-04-07	Anonym-Så	Handlar väl mer om att det [rent_krasst#neg#-2#0.5] är [fullt#neg#-2#0.5] i vissa områden .
12	2023-04-12	HSL7510	Ja detta är egentligen ett gammalt SD [förslag#pos#2#0.5] - Du kan hitta motionen här : https://goteborg.se/wps/PA_Pabolagshandlingar/file?id=23395 Sedan då det tidiagare i verkligheten blivit - Regeln har tidigare avvänts lokalt i stadsdelen Gårdsten som sedan 2019 inte längre klassas som ett [utsatt#neg#-2#0.25] område . Så vill man ( S ) nu ' [flytta#pos#2#0.25] ' [problemen#neg#-2#0.5] genom att få detta område att bli klassat som icke [utsatt#neg#-2#0.25] område . Att media inte talar om att sossarna nu gör som SD [velat#neg#-2#0.5] , är ju bara [beklaglig#neg#-2#0.5] rapportering - men åter igen [bevis#pos#2#0.75] för , vänster media . Att våra ' [goda#pos#2#0.5] människor ' som vill [hjälpa#pos#2#0.5] alla - importerad dessa [problem#neg#-2#0.5] och med [stackars#neg#-2#0.5] människor som inte har en [chans#pos#2#0.5] i ett land som har lägst % andel ' low skilled jobs ' 1 , ..% ( kommer inte ihåg [exakt#pos#1#0.25] ) men säg 2% då . Arbetsmarknad med Minimilön , fackavtal mm . Hur ska då 20 eller 25% eller vad nu invandringen är av , [obildade#neg#-2#0.5] , ej [förmåga#pos#2#0.5] att ens lära_sig , varken språk eller ... ja ni vet , och från en helt annan del av världen få [jobb#pos#2#0.25] inom en high tech nation ? [Nej#neg#-2#0.5] som man säger i USA -politicians don't solve [problems#neg#-2#0.5] - they just rearrange them .
13	2023-04-12	Anonym-qwerty	De kanske vill ha dessa [problem#neg#-2#0.5] i sina egna villaområden . Det var väl därför regeln om attefallshus kom till vill jag [minnas#pos#2#0.25] . Man ville att svenska befolkningen skulle skapa massa små billliga bostäder att [utnyttja#neg#-2#0.5] ...
14	2023-04-13	Anonym-Så	Få [helvete#neg#-2#0.5] vilka [problem#neg#-2#0.5] vi skapat . Jag tycker [synd#neg#-2#0.5] om mina barn .
15	2023-04-13	Tom	Min [poäng#pos#2#0.75] är hur [olämpligt#neg#-2#0.5] alternativ för bostad det kan vara . Eftersom det är kommunen som placerar folk där så blir det kommunen som måste hantera de eventuella [problem#neg#-2#0.5] som uppstår .
16	2023-04-14	Anonym-Så	Instämmer i varje ord . De som bär det politiska [ansvaret#neg#-2#0.5] för att man tagit hit svårintegrerade och [lågutbildade#neg#-2#0.5] människor utan asylskäl vill inte ha något_som_helst att göra med denna grupp människor .
17	2023-04-14	Anonym-Icke-PK	Nu skall jag skriva något icke-pk : Rent [krasst#neg#-2#0.5] tror jag många i Sverige verkar [förstå#pos#2#0.25] sambandet mellan många icke-etniska svenskar på samma ställe= [problem#neg#-2#0.5] . Jag vill inte spekulera i varför , för då hamnar jag i både [självhatiska#neg#-2#0.5] ( är invandrare ) och rent [rasistiska#neg#-2#0.5] resonemang . Så drar ett streck där , det är så . Varför ? Vill jag inte [gå_in#pos#2#0.25] på . När antalet svenskar blir lågt och antalet invandrare [högt#neg#-1#0.25] på ett ställe= [dåligt#neg#-2#0.5] . Är invandrarna utspridda är de ( vi ) en [tillgång#pos#2#0.5] , i klump är vi en kostnad och ett [problem#neg#-2#0.5] . Så vi måste eller åtminstone borde spridas_ut [jämnt#pos#2#0.5] i Sverige för annars blir det [för_dyrt#neg#-2#0.5] .
18	2023-04-14	Anonym-qwerty	Man kan inte säga ' Invandrare ' för det är en enorm skillnad på VART människor kommer ifrån . Vilket man kan se i dessa blandade klasser med 90% araber 6% somalier 3% från eritrea och så 0 , 5% från filipinerna och 0 , 5% från rumänien . SÅ har du en rumän och en arab i hela klassen som [lyckas#pos#2#0.5] [gå_ut#pos#2#0.5] grundskolan med betyg för de har [rätt#pos#2#0.5] förutsättningar och resterande [släpar#neg#-2#0.5] knogarna i golvet och [begår#neg#-2#0.5] [brott#neg#-2#0.5] . Förr så tog man in EN familj , och placerades på en ort med resterande svenskar , den familjen lärde_sig då språk , rutiner , sociala koder etc och integrerades . Men i dag har vi en odligslåda av [puckon#neg#-2#0.5] som aldrig lämnat rosengård och som aldrig lär_sig hur man ska agera som svensk . Istället växer de upp i en miljö där man lär_sig [håna#neg#-2#0.5] landet som tagit_sig_an dem . För många och för tett . Att sprida_ut folk nu [fungerar_inte#neg#-2#0.5] för det flyttar bara [problem#neg#-2#0.5] . Sverige behöver se över de uppehållstillstånd som delats_ut sedan 2014 och har man inte [etablerat#pos#2#0.5] sig på 10 år så drar man in det .
19	2023-04-14	Anonym-Så	När antalet svenskar blir lågt och antalet invandrare [högt#neg#-1#0.25] på ett ställe= [dåligt#neg#-2#0.5] . Är invandrarna utspridda är de ( vi ) en [tillgång#pos#2#0.5] , i klump är vi en kostnad och ett [problem#neg#-2#0.5] . Så vi måste eller åtminstone borde spridas_ut [jämnt#pos#2#0.5] i Sverige för annars blir det [för_dyrt#neg#-2#0.5] . Alla [utsatta#neg#-2#0.75] områden är invandrartäta och man kan fundera på om det bara är en [slump#neg#-1#0.5] att det blivit så .
20	2023-04-15	Tom	[Nej#neg#-2#0.5] , det är man inte . Finns det överhuvudtaget någon skyldighet för kommunen i det avseendet så är det i procent och inte i antal . Här där jag bor vet jag att de kommunala bostadsbolagen i två kommuner har samverkat under [flyktingkrisen#neg#-2#0.75] och då har nästa alla lägenheter avdelade för folk med socioekonomiska [svårigheter#neg#-2#0.5] gått till flyktingar . Båda dessa bolag har gjort_sig av med en stor del av sina fastigheter , genom ombildning till bostadsrätter eller genom att sälja dem till privata ägare/hyresvärdar .
21	2023-04-15	Anonym-Så	Och även om man haft ett visst antal lägenheter reserverade så är nog de [upptagna#neg#-2#0.5] sedan länge .
22	2023-04-15	Anonym-Så	Ja vi [förstörde#neg#-2#0.5] Sverige med planlös [massinvandring#neg#-2#0.5] .
23	2023-04-17	Anonym-Så	[Ok#pos#1#0.5] men då blir det nästan ännu mer [begripligt#pos#2#0.5] . Då blir ju andelen lägenheter med människor med olika typer av [problem#neg#-2#0.5] mycket riktigt [ohanterbart#neg#-2#0.5] [högt#neg#-1#0.25] i vissa [utsatta#neg#-2#0.75] områden . Man [klarar#pos#2#0.5] väl inte mer . .
24	2023-04-17	Anonym-Så	Ja precis . Olika inlåsningseffekter på bostadsmarknaden , [överbefolkade#neg#-2#0.5] lägenheter där halva släkten bor , stort [fusk#neg#-2#0.5] med svartuthyrning , ännu mera utav bidragsfuskande relaterat till [allmännyttan#pos#2#0.5] , [segregation#neg#-2#0.5] och sociala [problem#neg#-2#0.5] och totalt [skenande#neg#-2#0.5] [brottslighet#neg#-2#0.5] som samhället [tappat#neg#-2#0.5] greppet om .
25	2023-04-18	Anonym-Så	Det är ett rimligt [krav#neg#-1#0.25] i ett land som präglas av kravlöshet och låt gå-mentalitet .
26	2023-04-17	Anonym-Så	Blir så [ledsen#neg#-2#0.5] över vad mina barn kommer att få uppleva .
27	2023-06-16	elinjo­sefson	Hej , Jag är [född#neg#-2#0.5] och uppväxt i Sverige och [älskar#pos#2#0.75] landet . Men jag börjar bli rätt [orolig#neg#-2#0.5] för utvecklingen här , speciellt eftersom jag väntar barn . Framförallt kopplat till [kriminalitet#neg#-2#0.5] och ökad [segregation#neg#-2#0.5] . Likaså löner som är låga i Sverige i_jämförelse_med våra grannländer , och [befarar#neg#-2#0.5] skillnaderna mellan Sverige och övriga norden bara kommer bli större . Jag och min kille går i tankar att [flytta#pos#2#0.25] till Oslo eller Köpenhamn ? Känns likt Sverige men jag har [sämre#neg#-2#0.5] koll på städerna i sig , någon som skulle [föredra#pos#2#0.75] det ena framför det andra ? Varför? TRÅDSTARTARENS TILLÄGGSKOMMENTAR 2023-06-16 21:09 Vill bara ha svar om städerna Köpenhamn och Oslo , är de enda städerna som är aktuella i dagsläget !
28	2023-06-16	Anonym-Ingendera	Det finns inte civilingenjörer i andra städer i Norge ? [Nej#neg#-2#0.5] , [skit#neg#-2#0.5] händer inte överallt . Storstäder har betydligt mer [skit#neg#-2#0.5] , så om det är [skit#neg#-2#0.5] du är [rädd#neg#-2#0.5] för är det [nog_bra#pos#2#0.5] att [tänka_om#pos#2#0.25] .
29	2023-06-16	Anonym-Utlandssvensk	Oslo har också [gängkriminalitet#neg#-2#0.5] , [skjutningar#neg#-2#0.5] , knivstickningar och mycket [knark#neg#-2#0.75] i omlopp . Det är inte [riktigt#pos#1#0.25] lika [illa#neg#-2#1.0] som Stockholm än , men det är nog bara en tidsfråga för det [gängvåldet#neg#-2#0.5] har ökat från låga nivåer väldigt snabbt . Meeeeeen har man pengar och kan bo i [rätt#pos#2#0.5] del av staden så ser man lite av det .
30	2009-02-23	Gammal_Hårdrockare	Jag skrev detta som en kommentar i en annan diskussion men så [slog#neg#-2#0.5] det mig att denna frågeställning [förtjänar#pos#2#0.75] en egen tråd . Varför anses [segregation#neg#-2#0.5] vara [negativt#neg#-2#0.5] ? Själv så bor jag centralt i en medelstor svensk stad . Här bor bara gräddan av stadens invånare , dvs medelålders par utan barn , pensionärer och så några sådana som jag - medelålders arbetande män med pengar . Jag [trivs#pos#2#0.5] [jättebra#pos#3#0.75] ! Här är [lugnt#pos#2#0.5] och [skönt#pos#2#0.5] , nära till allt , ingen [skadegörelse#neg#-2#0.5] , inga gäng och man kan [komma_hem#pos#2#0.5] när_som_helst på natten utan att behöva vara [rädd#neg#-2#0.5] för att bli rånad eller [nedslagen#neg#-2#0.5] bara för att man ser_ut som en svensk man med arbete . Frågar man någon här så vill ingen , jag skriver INGEN ha arabiska eller somaliska [socialfall#neg#-2#0.5] som grannar . Ingen vill dela tvättstuga med äktsvenska white trashkvinnor med fyra ungar med olika karlar och ingen vill hamna i hissen tillsammans med [fyllon#neg#-2#0.5] och [narkomaner#neg#-2#0.5] . Jag är helt [övertygad#pos#2#0.5] om att alla tycker det är [bra#pos#2#0.75] med [segregationen#neg#-2#0.5] . Alla tycker som jag men ingen [vågar#pos#2#0.5] säga det [högt#neg#-1#0.25] : Det är [bra#pos#2#0.75] att packet bor ute i packområdena . Därför så vore ju vi [dumma#neg#-2#0.5] om vi ville ha marknadshyror . Varför skulle vi [frivilligt#pos#2#0.5] [vilja#pos#2#0.5] betala högre hyror bara för att vi inte bor bland packet ? Jag ser inte ens det [orättvisa#neg#-2#0.5] i detta system . Det är ju för [helvete#neg#-2#0.5] vi som försörjer [socialfallen#neg#-2#0.5] via skattesedeln , då är det inte mer än [rättvist#pos#2#0.5] att vi i_alla_fall får något för pengarna , dvs [subventionerade#pos#2#0.5] hyresrätter i [attraktiva#pos#2#0.5] områden där vi [slipper#pos#2#0.5] att beblanda oss med [slöddret#neg#-2#0.5] . Jag har gjort min tid ute i slödderområdena . Jag har blivit [hotad#neg#-2#0.5] , fått [stå_ut#pos#2#0.5] med [oväsen#neg#-2#0.5] dygnet runt , haft [inbrott#neg#-2#0.5] i [förråd#neg#-2#0.5] , blivit spottad på och kallad för [dum#neg#-2#0.5] arbetande [jävla#neg#-2#0.5] svenne ( där fick man för att man [arbetar#pos#2#0.25] ihop till deras socialbidrag ) samt [försvarat#pos#2#0.75] min dotter mot [påhopp#neg#-2#0.5] från araber som har kallat henne ' [oren#neg#-2#0.5] ' för att hennes mor är [svart#neg#-2#0.5] . Så [NEJ#neg#-2#0.5] ! Jag kommer inte [frivilligt#pos#2#0.5] att [vilja#pos#2#0.5] ha marknadshyror nu när jag [äntligen#pos#2#0.25] har kommit ifrån [skiten#neg#-2#0.5] . Varför skulle jag [vilja#pos#2#0.5] det ? Ge mig en enda [bra#pos#2#0.75] anledning till att jag skulle [vilja#pos#2#0.5] betala mycket högre hyra ? Packet sorteras ju redan bort eftersom jag har valt att bo hos en privat hyresvärd som inte hyr ut till människor med [skulder#neg#-2#0.5] , utan arbete och med ett [tvivelaktigt#neg#-2#0.5] förhållande till svensk kultur och rättsväsende . Framför allt : Varför skulle jag [vilja#pos#2#0.5] ha dessa människor som grannar igen ? Varför skulle jag [anse#neg#-2#0.25] att [segregation#neg#-2#0.5] är av ondo ? [Nej#neg#-2#0.5] , jag ser inget [positivt#pos#2#0.5] med [kriminalitet#neg#-2#0.5] , patriarkala gap- och skrikkulturer och äktsvenska [missbrukare#neg#-2#0.5] . Jag och flera med mig vill inte ha dem i min närhet ! Varför är det ingen som [vågar#pos#2#0.5] [erkänna#pos#2#0.5] detta ? Nu_för_tiden är jag mycket [noga#pos#2#0.5] med att välja bostad . Jag vill inte [riskera#neg#-2#0.5] att behöva dela trappuppgång med någon Muhammed , Hassan eller Mange och Lenita . Så är det bara . Jag vill ha [lugn#pos#2#0.5] och [ro#pos#2#0.25] ! Jag vill [känna#pos#2#0.25] [trygghet#pos#2#0.5] i mitt boende och ha grannar som jag kan [lita#pos#2#0.5] på och som jag vet inte går till [anfall#neg#-2#0.5] eller bryter mitt [förråd#neg#-2#0.5] eller [föraktar#neg#-2#0.5] mig pga mitt svenska ursprung och för att jag faktiskt [arbetar#pos#2#0.25] och betalar [skatt#pos#2#0.5] . Om vissa anser att jag är [rasist#neg#-2#0.5] bara för att jag inte vill bo tillsammans med araber , somalier och äktsvenska dagdrivare och [missbrukare#neg#-2#0.5] , ja då får jag ta den smällen . Jag är för [fan#neg#-2#0.5] över fyrtio år . Såpass [säker#pos#2#0.5] har jag i_alla_fall blivit i mig själv så att jag vet vad jag är och vart jag står någonstans . Någon [rasist#neg#-2#0.5] är jag inte bara för att jag vill [känna#pos#2#0.25] [trygghet#pos#2#0.5] .
31	2009-02-23	Cadenza	[Segregation#neg#-2#0.5] är kanske inte ' [positivt#pos#2#0.5] ' i sig , dock är det något helt [naturligt#pos#2#0.25] , det ligger i människans natur att dras till de man är lika . Det uppstår spontant om folk själva får välja . Att försöka experimentera och rucka på denna ' naturlag ' är som att försöka [trotsa#neg#-2#0.5] tyngdlagen - det går bara åt [helvete#neg#-2#0.5] . .
32	2009-02-23	Gammal_Hårdrockare	[Nej#neg#-2#0.5] . Min privata hyresvärd skulle aldrig någonsin få_för_sig att skriva [avtal#pos#2#0.5] med socialen eller hyra ut till arabiska storsläkter . Dessa sållas_bort automatiskt . Det är den kommunala [allmännyttan#pos#2#0.5] som är [farlig#neg#-2#0.5] att bo hos , då kan man råka_ut för sådant här . Dem ska man alltså [undvika#neg#-2#0.5] .
33	2009-02-23	Aake	Även [Blattarna#neg#-2#0.5] vill ju bo [segregerat#neg#-2#0.5] bland de sina utan [störande#neg#-2#0.75] svenneinslag . Det enda de vill ha av dig är dina pengar , din mobil , din jacka och dina skor . Vem [fan#neg#-2#0.5] är den där Edit alla skriver små meddelanden till i inläggen ? Hälften av alla som [drunknar#neg#-2#0.5] har [alkohol#neg#-2#0.5] i blodet - Alla som [drunknar#neg#-2#0.5] har vatten i lungorna . Du skall inte sitta på muggen om du inte förmår att [skita#neg#-2#0.5] http://exilen.forumotion.eu/ - Debattforum under uppbyggnad och där censureras inte matbilderna
34	2009-02-23	Gammal_Hårdrockare	Vilsen : Ja för [fan#neg#-2#0.5] ! Är det inte så för alla innerst inne ?
35	2009-02-23	Hårboll	Det mest [underhållande#pos#2#0.5] på temat ' [segregation#neg#-2#0.5] ' är ju att de som säger sig vara mot den själva bor [rasrent#neg#-2#0.5] i avskärmade villaområden
36	2009-02-24	Cineasten	Ledordet är [HÄNSYN#pos#2#0.5] men folk kan inte stava till det längre . [Självklart#pos#2#0.5] kan studenter och pensionärer bo i samma hus precis som människor har gjort i generationer men då [krävs#neg#-2#0.5] det att alla visar varandra [hänsyn#pos#2#0.5] , alternativt att husen byggs med [rejäl#pos#2#0.75] ljudisolering . . Det går definitivt att samsas om man vill . Vill man inte så går det inte men för normalt funtade människor går det att komma_fram till en [praktisk#pos#2#0.5] [lösning#pos#2#0.5] för alla . Det gäller bara att alla lär_sig använda det där de [förhoppningsvis#pos#2#0.5] har mellan öronen . Jag [tröttnar#neg#-2#0.5] på mina yngre grannar därför att de inte visar [hänsyn#pos#2#0.5] . Huset är [mycket_dåligt#neg#-2#0.75] ljudisolerat och de punchiga ungarna ( tonåringar som börjar närma_sig de 20 ) går aldrig i trapporna - de springer i [full#neg#-2#0.5] [fart#pos#2#0.25] som småbarn . Kommer de hem sent pratar de [högt#neg#-1#0.25] och ljudligt i trappuppgången trots att de [rimligen#pos#2#0.5] borde veta med sig att de borde [hålla_käften#neg#-2#0.5] stängd eller åtminstone prata lite [tystare#pos#1#0.25] när timmen är sen . Andra [dumpar#neg#-2#0.5] en [massa_skit#neg#-2#0.5] i trappuppgången och allt bottnar i att de inte fått lära_sig innebörden av orden [respekt#pos#2#0.5] och [hänsyn#pos#2#0.5] . Jag har inga [problem#neg#-2#0.5] att dela portuppgång med olika typer av människor så länge de beter sig [schysst#pos#2#0.5] . Sen [struntar#neg#-2#0.5] jag i om de är svennar eller [blattar#neg#-2#0.5] . det finns [bra#pos#2#0.75] och [dåliga#neg#-2#0.5] sorter inom alla grupper . Hellre dela port med en invandrarfamilj som beter sig som folk än att dela den med en senildement och/eller [psykiskt#neg#-2#0.5] [sjuk#neg#-2#0.5] person som [missköter#neg#-2#0.5] hygienen ( är inkontinent och [vägrar#neg#-2#0.5] byta kläder t.e.x . Inte helt [ovanligt#neg#-2#0.5] ) och renhållningen hemma så att det blir en sanitär [olägenhet#neg#-2#0.5] . [Spela#pos#2#0.25] inte Allan du , [jävla_clown#neg#-2#0.5] du är Cineasten . Som sagt , det är sån jag är . Går runt med för stora skor , långrandiga byxor med hängslen , har röd krullig peruk och en stor röd näsa i plast som man kan [klämma#neg#-2#0.5] på så att det låter skojigt . Du kan inte [förstå#pos#2#0.25] . Det är som att försöka [förklara#pos#2#0.75] Einsteins relativitetsteori för en fiskmås . Det är helt [poänglöst#neg#-2#0.5] . Någon KANSKE [överfaller#neg#-2#0.5] dig med en motorsåg och gör Chili Con Carne av dig innan du hinner säga ' hoppsan ! '
37	2009-02-24	Cineasten	[Drägglet#neg#-2#0.5] ? Såna alkisar som du så [målande#pos#2#0.5] har skrivit om i dina ' självbiografiska berättelser ' ? [Spela#pos#2#0.25] inte Allan du , [jävla_clown#neg#-2#0.5] du är Cineasten . Som sagt , det är sån jag är . Går runt med för stora skor , långrandiga byxor med hängslen , har röd krullig peruk och en stor röd näsa i plast som man kan [klämma#neg#-2#0.5] på så att det låter skojigt . Du kan inte [förstå#pos#2#0.25] . Det är som att försöka [förklara#pos#2#0.75] Einsteins relativitetsteori för en fiskmås . Det är helt [poänglöst#neg#-2#0.5] . Någon KANSKE [överfaller#neg#-2#0.5] dig med en motorsåg och gör Chili Con Carne av dig innan du hinner säga ' hoppsan ! '
38	2009-02-24	TheRealFace	För mig som individ är [segregation#neg#-2#0.5] [bra#pos#2#0.75] på en del sätt , t.ex . att [slippa#pos#2#0.5] primitiva människor , [missbrukare#neg#-2#0.5] m.m . Men för samhället i stort är [segregation#neg#-2#0.5] [dåligt#neg#-2#0.5] , för då bryts inte nysvenskarnas [dåliga#neg#-2#0.5] kultur ner . Araber Somalier , behöver umgås med Svenskar för att få en dos civilisation i sig . Titta på Rosengård hela området har blivit en sekt !
39	2009-02-25	c-Helzing	Ojdå ! [Akta_sig#neg#-1#0.5] , så att inte Ohly eller Mona Muslim hör detta .
40	2009-02-27	Gammal_Hårdrockare	Det har de redan gjort men det fixade mitt hyresbolag [lätt#pos#2#0.25] , dvs de hyr inte ut till folk som lever på socialbidrag eller är [arbetslösa#neg#-2#0.5] . Vilka är det som oftast lever på socialbidrag tror du ? Hittills är det inte [förbjudet#neg#-2#0.5] eller [diskriminerande#neg#-2#0.5] att inte hyra ut till människor som [saknar#neg#-2#0.5] [inkomst#pos#2#0.5] .
41	2009-02-28	Attackliberal	Hur ser du på ' blattajävlarna ' , ligger det [dåliga#neg#-2#0.5] i deras gener eller deras kultur ? Hur ser du på din blandade mulattdotter och hennes framtid i ett sånt här samhälle du [förespråkar#pos#2#0.5] ? Hon , blandad , blir klassad som den lägsta av människor och t.o.m . araberna i [ghettona#neg#-2#0.5] spottar på henne , hon är haram . Att du tror att det finns någon ' grädda ' som bor i hyresrätter i Karlstad är bara [fånigt#neg#-2#0.5] . Du är en [smutsig#neg#-2#0.5] socialist som blivit ' lite förman ' - det är bara att kolla på dina gamla inlägg . Jag antar att du jobbar inom stat , kommun eller landsting . Dom som har pengar bor grannar med Christer Sjögren , vilka [idioter#neg#-2#0.5] bor i en [jävla#neg#-2#0.5] skolåda om man inte är student eller bor i Sthlm ? Ha en [trevlig#pos#2#0.5] helg , i gräddan = )
42	2009-02-28	Gammal_Hårdrockare	I deras kultur och värderingar naturligtvis . Jag är inte [rasist#neg#-2#0.5] som dem . Jag är däremot demokrat . Därför förkastar jag islam . Därför förkastar jag stenåldersvärderingar och konfliktlösning som innebär [våld#neg#-2#0.5] . Inga [problem#neg#-2#0.5] alls så_länge_som hon [slipper#pos#2#0.5] att bo bland människor som inte [gillar#pos#2#0.5] henne , som muslimer av mellanösternursprung t ex . Som sagt , människor som du tydligen [försvarar#pos#2#0.75] och vill bo tillsammans med . [Nej#neg#-2#0.5] , jag har jobbat med lite allt [möjligt#pos#2#0.75] . Det var länge sedan som jag jobbade inom Landstinget . Du är en [smutsig#neg#-2#0.5] socialist som blivit ' lite förman ' [Nej#neg#-2#0.5] , jag är ingen förman och jag är lika lite socialist som högergubbe .
43	2009-03-11	Cineasten	Normalfuntade pensionärer förstår att det är normalt att titta på tv och/eller lyssna på musik efter 20.00 men det är [klart#pos#2#0.5] att det finns [gnällspikar#neg#-2#0.5] som [klagar#neg#-2#0.5] så fort de får [chansen#pos#2#0.5] . Koleriker och [kverulanter#neg#-2#0.5] finns det [gott#pos#2#0.5] om . [Spela#pos#2#0.25] inte Allan du , [jävla_clown#neg#-2#0.5] du är Cineasten . Som sagt , det är sån jag är . Går runt med för stora skor , långrandiga byxor med hängslen , har röd krullig peruk och en stor röd näsa i plast som man kan [klämma#neg#-2#0.5] på så att det låter skojigt . Du kan inte [förstå#pos#2#0.25] . Det är som att försöka [förklara#pos#2#0.75] Einsteins relativitetsteori för en fiskmås . Det är helt [poänglöst#neg#-2#0.5] . Någon KANSKE [överfaller#neg#-2#0.5] dig med en motorsåg och gör Chili Con Carne av dig innan du hinner säga ' hoppsan ! '
44	2009-03-14	tenbucks	Nu snackade jag inte specifikt om invandrare . Och det finns många invandrare med [jobb#pos#2#0.25] , så något [fel#neg#-2#0.5] gör de [dräggen#neg#-2#0.5] som är invandrare . Du får det att låta som om att alla invandrare [diskrimineras#neg#-2#0.5] och att det är Svenskarnas [fel#neg#-2#0.5] .
