id	date	party	text
129	2013-04-25	sd	sverigedemokrater kompensera svenska bönder merkostnader uppkommer lever_upp intentioner svenska djurskyddslagstiftningen införa djurvälfärdsbidrag kraftigt återbetalningen dieselskatt bönder 
130	2013-04-25	sd	kulturarv byggnader bedöms kulturhistorisk värde 
131	2013-04-25	sd	fyller funktionen lyfta_fram kulturarvet svenska vardagliga samhället 
132	2013-04-25	sd	sverigedemokrater införa riktat rot-avdrag renoveringsarbete byggnader kulturhistorisk värde 
133	2013-04-25	sd	höja anslagen kyrkoantikvarisk ersättning införa kulturarvsfond bevara stimulera svenska kulturmiljön 
134	2013-04-25	sd	turism besöksnäring omsatte svenska besöksnäringen miljarder_kronor anställda 
135	2013-04-25	sd	sveriges turistorganisationer satt_upp mål omsättningen miljarder_kronor 
136	2013-04-25	sd	sverigedemokrater anslagen flygplatser lönsamhetsproblem trafik samhällsintresse 
137	2013-04-25	sd	sverigedemokrater tillika underlätta regelverken uppförande anläggningar hotell skidliftar fjällmiljö 
138	2013-04-25	sd	tillfällen entreprenörer nekats tillstånd alltför vaga omotiverade grunder tillgången kompetent personal 
139	2013-04-25	sd	sverigedemokrater turismakademin myndigheten yrkeshögskola utbilda näringen behov anslår medel 
140	2013-04-25	sd	svenska gruvnäringen allmänt oomtvistad renässan efterfrågan kina eu:s ambitioner självförsörjande driver_upp priser 
141	2013-04-25	sd	svenska gruvnäringen därtill långa anor falu koppargruva brytas förkristen medeltiden stod tredjedelar europas samlade kopparproduktion 
142	2013-04-25	sd	sverigedemokrater budgetera kraftig upprustning malmbanan mötesstationer meter långa tåg 
143	2013-04-25	sd	gruvverksamheten ludvika grängesberg skapa kapacitetsproblem malmtransporter alternativ järnvägstransporter 
144	2013-04-25	sd	tågen gävle oxelösund hamn kapacitetsförbättringar sträckor 
145	2013-04-25	sd	utöver behövs <page id="4"> kapacitetsförbättringar sträckor falunborlänge avestafagersta samt ställdalenfrövi viktiga sträckor gruvnäringen 
146	2013-04-25	sd	behövs satsningar utbildningar kopplade näringen civilingenjörsutbildningar som ky-utbildningar maskinoperatörer 
147	2013-04-25	sd	avsätter resurser myndigheten yrkeshögskola luleå teknisk universitet högskola dalar huvudman högskoleutbildningar bergsskola filipstad 
148	2013-04-25	sd	syftet utbildningsplatser inriktning gruv- mineralverksamhet 
149	2013-04-25	sd	allmän värnplikt sverigedemokrater förespråkar återinförande värnplikten 
150	2013-04-25	sd	kortare sikt budgeteras ungdomar genomförande grundläggande militär utbildning 
151	2013-04-25	sd	målsättningen hälften godkänd utbildning kontrakteras krigsplacering brigader 
152	2013-04-25	sd	målsättningen huvuddelen unga männen årskull genomföra värnplikt sysselsättningsskapande effekten negligeras sammanhanget 
153	2013-04-25	sd	satsningar sysselsättning kommande budgetperiod 20142017 sverigedemokrater satsa miljarder_kronor förbättra landsbygden villkor stimulera tillväxt sysselsättning 
154	2013-04-25	sd	finansieringen uppstår påtaglig reformering mineralersättningen höjs avsevärt allokeras fond utveckling sysselsättning landsbygden landsbygden värde skapar 
155	2013-04-25	sd	fördelningen medel preliminärt <page id="5"> tabell satsningar 20142017 mnkr utgiftsområde förbandsverksamhet beredskap utgiftsområde bidrag folkhälsa sjukvård utgiftsområde myndigheten yrkeshögskola linnéuniversitetet grundutbildning linnéuniversitetet forskning högskola dalar grundutbildning högskola dalar forskning utgiftsområde bidrag kulturmiljövård rot-avdrag kyrkoantikvarisk ersättning anslag kulturarvsfond utgiftsområde naturvårdsverket utgiftsområde banhållning driftsbidrag statliga flygplatser 
156	2013-04-25	sd	trafikavtal utgiftsområde skogsstyrelsen insatser skogsbruket staten jordbruksverk sveriges lantbruksuniversitet forskningsrådet miljö areella_näringar samhällsbyggande forskning samfinansierad anslag djurvälfärdsersättning höjd återbetalning koldioxidskatt vattenbruk fiskodlingar fiskevård fiskebestånd utgiftsområde turistfrämjande näringslivsutveckling 
157	2013-04-25	sd	sveriges geologisk undersökning <page id="6"> sverigedemokrater offensiva åtgärdspaket områdena skog fiskodling vattenbruk jordbruk turism besöksnäring gruvor återinförd värnplikt skapar arbeten netto mätt helårsarbetskrafter absoluta merparten tillfalla landsbygdskommuner 
158	2013-04-25	sd	tabell sysselsättningseffekter fiskodling vattenbruk turism besöksnäring övriga offentligt anställda sverigedemokrater ambition kommande höstbudget föreslå konkreta åtgärder förbättra arbetssituationen offentligt anställda fokus vårdyrkena 
159	2013-04-25	sd	beröra arbetsmiljövillkor orättvisa löneskillnaden män kvinnor offentliganställdas möjligheter heltidsarbete 
160	2013-04-25	sd	livet sverigedemokrater presenterar satsningar syftar främja invandrares anpassning delaktighet svenska_samhället 
161	2013-04-25	sd	lägger ambitionen krafttag en_gång_för_alla göra_upp hedersrelaterade förtrycket våld grogrund land 
162	2013-04-25	sd	 <page id="7"> innehållsförteckning sammanfattning landsbygdslyftet! skogsnäring övriga offentligt anställda livet sverige......................................................................... innehållsförteckning förslag riksdagsbeslut ekonomiska_läget............................................................................. 
163	2013-04-25	sd	sverigedemokrater väg framåt full sysselsättning! sociala_avgifter storföretag offentlig sektor..................................................................... ansvar samhälle individ........................................... moderniserad arbetskraftsinvandring livet sverige....................................................................... utbildning skola komvux myndigheten yrkeshögskola utbildning................................................................... forskning innovation järnväg upprustning landsbygdslyftet! inledning skogsindustrin tillväxt sysselsättning.................................................... miljö hållbarhet.............................................................. infrastruktur utbildning forskning torv biodrivmedel......................................................... övriga insatser fiskodling vattenbruk 
164	2013-04-25	sd	ökade fiskodlingar................................................................. fiskevård miljö turism jordbruk <page id="8"> djurskydd småjordbruk grön omsorg kultur kulturarvs-rot..................................................................... kulturmiljövård turism besöksnäring infrastruktur investeringar utbildning kompeten sysselsättning gruvnäringen utbildning mineralersättningen allmän värnplikt vård landsbygden utveckling telemedicin prehospital vård rörlig vård förbättrade villkor läkare....................................... satsningar sysselsättningstillväxt........................................ 
165	2013-04-25	sd	 <page id="9"> förslag riksdagsbeslut riksdagen beslutar godkänna motionen förslag riktlinjer ekonomiska_politiken budgetpolitiken 
166	2013-04-25	sd	riksdagen tillkännager regeringen mening anförs motionen förbättra villkoren svenska landsbygden 
167	2013-04-25	sd	ekonomiska_läget ekonomin europa präglas fortsatt osäkerhet svenska bnp-tillväxten kvartalet obefintlig 
168	2013-04-25	sd	arbetslösheten väntas nedgång väntas dröjer ända arbetslösheten når jämviktsnivå 
169	2013-04-25	sd	faktum alliansen regerat jämviktsarbetslöshet faktisk arbetslöshet jämvikt 
170	2013-04-25	sd	förklaras huvudsakliga faktorer missanpassad invandringspolitik meningen behovsprövad missanpassad utbildnings- arbetsmarknadspolitik meningen obefintligt fokus matchning arbetskraften 
171	2013-04-25	sd	höga arbetslösheten invandrare nyanlända invandrare höga ungdomsarbetslösheten svarar tredjedel höga arbetslösheten 
172	2013-04-25	sd	sverigedemokrater konkreta förslag områden möjligheter stävja problematiken regeringen bristande handlingskraft härvidlag oroväckande 
173	2013-04-25	sd	euroområdet har bnp-tillväxten negativ väntas falla kvartalet ökningen uppskattas marginell antas rekordhöga arbetslösheten stiga 
174	2013-04-25	sd	svag euro medför svensk svag export leder industrins investeringar faller 
175	2013-04-25	sd	långsamma återhämtningen världen euroområdet beroende inhemsk konsumtion efterfrågan 
176	2013-04-25	sd	framstår tydligt missnöjet valutaprojektet ökat sydliga delar medelhavet ökar missnöjet ovanifrån påtvingade besparingar norr östersjön ovanifrån påtvingad solidaritet 
177	2013-04-25	sd	spänningen folken missnöje folkvalda överstatliga institutioner imf klyver europeisk kontinenten en nord-sydlig axel 
178	2013-04-25	sd	perspektivet djupt beklämmande regeringen flertalet propåer sverigedemokrater konsekvent vägrar förhandla formell undantag delta valutaunionen 
179	2013-04-25	sd	sverigedemokrater påpekat framstår <page id="10"> euron politisk fanatism näring enskilt hotet freden kontinent 
180	2013-04-25	sd	situationen omvärld beroende marknad förefaller fortsatta skattesänkningar jobbskatteavdraget sänkningar pensionärsskatten effektiva åtgärder stimulera ekonomin 
181	2013-04-25	sd	stark krona låga importpriser hjälper inflationen schack disponibel inkomst 
182	2013-04-25	sd	ökade konsumtionen enskilt faktorn växer 
183	2013-04-25	sd	sänkt skatt arbete skapar varaktigt sysselsättning dämpad löneökningstakt 
184	2013-04-25	sd	beklämmande regeringen väljer skjuta_upp satsning steget jobbskatteavdraget 
185	2013-04-25	sd	olyckligt förståeligt riksbanken vågar föra expansiv penningpolitik 
186	2013-04-25	sd	inflationen målet framstår tydligt majoritet riksbanken direktion sänka räntan starkaste skälet hushållen skuldsättning ökat oroväckande 
187	2013-04-25	sd	klok politik syfta söka lindra skuldsättning smartaste sättet åstadkomma förefaller införa amorteringskrav 
188	2013-04-25	sd	avskaffa ränteavdragen hushållen disponibla inkomst amorteringsvilja 
189	2013-04-25	sd	amorteringskrav bibehållet ränteavdrag lindra riksbanken räntesänkning skuldbelagda hushållen disponibla inkomst amorteringsvilja positiv spiral negativ 
190	2013-04-25	sd	beklagligt regeringen ställt_sig kallsinniga sverigedemokrater initiativ införandet amorteringskrav 
191	2013-04-25	sd	framstår tydligt regeringen okänd ordningen baserar ekonomiska_politik överdrivet optimistisk prognoser 
192	2013-04-25	sd	regeringen prognos rörande arbetslöshet avviker kraftigt konjunkturinstitutets skillnader skatteintäkter ceteris paribus en 4-årsperiod motsvara miljarder_kronor 
193	2013-04-25	sd	regeringen optimistisk prognos konjunkturinstitutet moderata prognos regeringen budget underfinansierad miljarder_kronor 
194	2013-04-25	sd	oroväckande förtroendeperspektiv riskerar skada gediget finanspolitisk ramverk 
195	2013-04-25	sd	 <page id="11"> sverigedemokrater väg framåt full sysselsättning! arbetsmarknad sverigedemokrater föra spår avancerade kunskapsekonomin konkurren kvalitet lågt pris sänkta löner 
196	2013-04-25	sd	presenterar genomtänkt verklighetsförankrat pragmatisk rationell åtgärdspaket områdena arbetsmarknad invandring utbildning forskning innovation infrastruktur 
197	2013-04-25	sd	utrikes födda ungdomar kraftig överrepresentation utrikes födda ungdomar utgör tredjedelar arbetslösheten sverige.1 resterande tredjedel förklaras konjunkturell arbetslöshet kort_och_gott normal friktionsarbetslöshet 
198	2013-04-25	sd	arbetskraften idealisk läge arbetslös företag omstruktureras omkull startas 
199	2013-04-25	sd	leder permanent arbetslöshet optimal nivå 
200	2013-04-25	sd	rationell sysselsättningspolitik fasta utmaningen utrikes födda ungdomar arbete 
201	2013-04-25	sd	jobbskatteavdrag sverigedemokrater arbetet sänka skatter arbete låg- medelinkomsttagar enklast effektivast införandet jobbskatteavdraget 
202	2013-04-25	sd	sverigedemokrater föreslå jobbskatteavdrag kommande höstbudget 
203	2013-04-25	sd	sociala_avgifter generell sänkningar sociala avgifter bedöms effektiv åtgärd stimulera sysselsättningen.2 sverigedemokrater ambition rikta satsningar specifikt småföretagen 
204	2013-04-25	sd	åstadkomma smartaste undvika skapa onödiga tröskeleffekter växande företag införa socialavgiftsavdrag jobbskatteavdraget delges företag oaktat anställda 
205	2013-04-25	sd	företagen erhålla vinsten reformen avdragstak regeringen ekonomiska_vårproposition 
206	2013-04-25	sd	regeringskansliet utvecklingen arbetsmarknaden funktionssätt bedömas? rapport ekonomisk avdelningen s. 6566. långtidsutredningen huvudbetänkande s. 146147. <page id="12"> sjuklöneansvar sverigedemokrater ambition billigare enklare anställa 
207	2013-04-25	sd	avsikt reformera sjuklöneansvaret mikro- småföretagen börda lindras avsevärt 
208	2013-04-25	sd	undvika tröskeleffekter konstruerar reformen företag avdrag sjuklönekostnader motsvarande sjuklönekostnaden genomsnittlig anställd maxtak anställda 
209	2013-04-25	sd	anställda ersätts företaget maxtaket färre motsvarar ersättningen anställda 
210	2013-04-25	sd	mikroföretag genomsnittligt frisk personal slipper betala sjuklönekostnader 
211	2013-04-25	sd	företag personal benägen genomsnittet sjukskriva undslippa sjuklönekostnader 
212	2013-04-25	sd	lindrat avskaffat sjuklöneansvar bedöms positiv inverkan sysselsättningen 
213	2013-04-25	sd	rapport företagar företagare avstått anställa familjen sjuklöneansvaret betydelse beslut.4 lärlingsjobb massiva ungdomsarbetslösheten delvis överteoretisering gymnasieskola program 
214	2013-04-25	sd	idén studentexamen högskolebehörighet hälften gymnasieelever akademiker inverkat menligt arbetsmarknad enskilda ungdomar 
