id	date	author	post
11	2023-04-07	Anonym-Så	Handlar väl mer om att det rent_krasst är fullt i vissa områden .
12	2023-04-12	HSL7510	Ja detta är egentligen ett gammalt SD förslag - Du kan hitta motionen här : https://goteborg.se/wps/PA_Pabolagshandlingar/file?id=23395 Sedan då det tidiagare i verkligheten blivit - Regeln har tidigare avvänts lokalt i stadsdelen Gårdsten som sedan 2019 inte längre klassas som ett utsatt område . Så vill man ( S ) nu ' flytta ' problemen genom att få detta område att bli klassat som icke utsatt område . Att media inte talar om att sossarna nu gör som SD velat , är ju bara beklaglig rapportering - men åter igen bevis för , vänster media . Att våra ' goda människor ' som vill hjälpa alla - importerad dessa problem och med stackars människor som inte har en chans i ett land som har lägst % andel ' low skilled jobs ' 1 , ..% ( kommer inte ihåg exakt ) men säg 2% då . Arbetsmarknad med Minimilön , fackavtal mm . Hur ska då 20 eller 25% eller vad nu invandringen är av , obildade , ej förmåga att ens lära_sig , varken språk eller ... ja ni vet , och från en helt annan del av världen få jobb inom en high tech nation ? Nej som man säger i USA -politicians don't solve problems - they just rearrange them .
13	2023-04-12	Anonym-qwerty	De kanske vill ha dessa problem i sina egna villaområden . Det var väl därför regeln om attefallshus kom till vill jag minnas . Man ville att svenska befolkningen skulle skapa massa små billliga bostäder att utnyttja ...
14	2023-04-13	Anonym-Så	Få helvete vilka problem vi skapat . Jag tycker synd om mina barn .
15	2023-04-13	Tom	Min poäng är hur olämpligt alternativ för bostad det kan vara . Eftersom det är kommunen som placerar folk där så blir det kommunen som måste hantera de eventuella problem som uppstår .
16	2023-04-14	Anonym-Så	Instämmer i varje ord . De som bär det politiska ansvaret för att man tagit hit svårintegrerade och lågutbildade människor utan asylskäl vill inte ha något_som_helst att göra med denna grupp människor .
17	2023-04-14	Anonym-Icke-PK	Nu skall jag skriva något icke-pk : Rent krasst tror jag många i Sverige verkar förstå sambandet mellan många icke-etniska svenskar på samma ställe= problem . Jag vill inte spekulera i varför , för då hamnar jag i både självhatiska ( är invandrare ) och rent rasistiska resonemang . Så drar ett streck där , det är så . Varför ? Vill jag inte gå_in på . När antalet svenskar blir lågt och antalet invandrare högt på ett ställe= dåligt . Är invandrarna utspridda är de ( vi ) en tillgång , i klump är vi en kostnad och ett problem . Så vi måste eller åtminstone borde spridas_ut jämnt i Sverige för annars blir det för_dyrt .
18	2023-04-14	Anonym-qwerty	Man kan inte säga ' Invandrare ' för det är en enorm skillnad på VART människor kommer ifrån . Vilket man kan se i dessa blandade klasser med 90% araber 6% somalier 3% från eritrea och så 0 , 5% från filipinerna och 0 , 5% från rumänien . SÅ har du en rumän och en arab i hela klassen som lyckas gå_ut grundskolan med betyg för de har rätt förutsättningar och resterande släpar knogarna i golvet och begår brott . Förr så tog man in EN familj , och placerades på en ort med resterande svenskar , den familjen lärde_sig då språk , rutiner , sociala koder etc och integrerades . Men i dag har vi en odligslåda av puckon som aldrig lämnat rosengård och som aldrig lär_sig hur man ska agera som svensk . Istället växer de upp i en miljö där man lär_sig håna landet som tagit_sig_an dem . För många och för tett . Att sprida_ut folk nu fungerar_inte för det flyttar bara problem . Sverige behöver se över de uppehållstillstånd som delats_ut sedan 2014 och har man inte etablerat sig på 10 år så drar man in det .
19	2023-04-14	Anonym-Så	När antalet svenskar blir lågt och antalet invandrare högt på ett ställe= dåligt . Är invandrarna utspridda är de ( vi ) en tillgång , i klump är vi en kostnad och ett problem . Så vi måste eller åtminstone borde spridas_ut jämnt i Sverige för annars blir det för_dyrt . Alla utsatta områden är invandrartäta och man kan fundera på om det bara är en slump att det blivit så .
20	2023-04-15	Tom	Nej , det är man inte . Finns det överhuvudtaget någon skyldighet för kommunen i det avseendet så är det i procent och inte i antal . Här där jag bor vet jag att de kommunala bostadsbolagen i två kommuner har samverkat under flyktingkrisen och då har nästa alla lägenheter avdelade för folk med socioekonomiska svårigheter gått till flyktingar . Båda dessa bolag har gjort_sig av med en stor del av sina fastigheter , genom ombildning till bostadsrätter eller genom att sälja dem till privata ägare/hyresvärdar .
21	2023-04-15	Anonym-Så	Och även om man haft ett visst antal lägenheter reserverade så är nog de upptagna sedan länge .
22	2023-04-15	Anonym-Så	Ja vi förstörde Sverige med planlös massinvandring .
23	2023-04-17	Anonym-Så	Ok men då blir det nästan ännu mer begripligt . Då blir ju andelen lägenheter med människor med olika typer av problem mycket riktigt ohanterbart högt i vissa utsatta områden . Man klarar väl inte mer . .
24	2023-04-17	Anonym-Så	Ja precis . Olika inlåsningseffekter på bostadsmarknaden , överbefolkade lägenheter där halva släkten bor , stort fusk med svartuthyrning , ännu mera utav bidragsfuskande relaterat till allmännyttan , segregation och sociala problem och totalt skenande brottslighet som samhället tappat greppet om .
25	2023-04-18	Anonym-Så	Det är ett rimligt krav i ett land som präglas av kravlöshet och låt gå-mentalitet .
26	2023-04-17	Anonym-Så	Blir så ledsen över vad mina barn kommer att få uppleva .
27	2023-06-16	elinjo­sefson	Hej , Jag är född och uppväxt i Sverige och älskar landet . Men jag börjar bli rätt orolig för utvecklingen här , speciellt eftersom jag väntar barn . Framförallt kopplat till kriminalitet och ökad segregation . Likaså löner som är låga i Sverige i_jämförelse_med våra grannländer , och befarar skillnaderna mellan Sverige och övriga norden bara kommer bli större . Jag och min kille går i tankar att flytta till Oslo eller Köpenhamn ? Känns likt Sverige men jag har sämre koll på städerna i sig , någon som skulle föredra det ena framför det andra ? Varför? TRÅDSTARTARENS TILLÄGGSKOMMENTAR 2023-06-16 21:09 Vill bara ha svar om städerna Köpenhamn och Oslo , är de enda städerna som är aktuella i dagsläget !
28	2023-06-16	Anonym-Ingendera	Det finns inte civilingenjörer i andra städer i Norge ? Nej , skit händer inte överallt . Storstäder har betydligt mer skit , så om det är skit du är rädd för är det nog_bra att tänka_om .
29	2023-06-16	Anonym-Utlandssvensk	Oslo har också gängkriminalitet , skjutningar , knivstickningar och mycket knark i omlopp . Det är inte riktigt lika illa som Stockholm än , men det är nog bara en tidsfråga för det gängvåldet har ökat från låga nivåer väldigt snabbt . Meeeeeen har man pengar och kan bo i rätt del av staden så ser man lite av det .
30	2009-02-23	Gammal_Hårdrockare	Jag skrev detta som en kommentar i en annan diskussion men så slog det mig att denna frågeställning förtjänar en egen tråd . Varför anses segregation vara negativt ? Själv så bor jag centralt i en medelstor svensk stad . Här bor bara gräddan av stadens invånare , dvs medelålders par utan barn , pensionärer och så några sådana som jag - medelålders arbetande män med pengar . Jag trivs jättebra ! Här är lugnt och skönt , nära till allt , ingen skadegörelse , inga gäng och man kan komma_hem när_som_helst på natten utan att behöva vara rädd för att bli rånad eller nedslagen bara för att man ser_ut som en svensk man med arbete . Frågar man någon här så vill ingen , jag skriver INGEN ha arabiska eller somaliska socialfall som grannar . Ingen vill dela tvättstuga med äktsvenska white trashkvinnor med fyra ungar med olika karlar och ingen vill hamna i hissen tillsammans med fyllon och narkomaner . Jag är helt övertygad om att alla tycker det är bra med segregationen . Alla tycker som jag men ingen vågar säga det högt : Det är bra att packet bor ute i packområdena . Därför så vore ju vi dumma om vi ville ha marknadshyror . Varför skulle vi frivilligt vilja betala högre hyror bara för att vi inte bor bland packet ? Jag ser inte ens det orättvisa i detta system . Det är ju för helvete vi som försörjer socialfallen via skattesedeln , då är det inte mer än rättvist att vi i_alla_fall får något för pengarna , dvs subventionerade hyresrätter i attraktiva områden där vi slipper att beblanda oss med slöddret . Jag har gjort min tid ute i slödderområdena . Jag har blivit hotad , fått stå_ut med oväsen dygnet runt , haft inbrott i förråd , blivit spottad på och kallad för dum arbetande jävla svenne ( där fick man för att man arbetar ihop till deras socialbidrag ) samt försvarat min dotter mot påhopp från araber som har kallat henne ' oren ' för att hennes mor är svart . Så NEJ ! Jag kommer inte frivilligt att vilja ha marknadshyror nu när jag äntligen har kommit ifrån skiten . Varför skulle jag vilja det ? Ge mig en enda bra anledning till att jag skulle vilja betala mycket högre hyra ? Packet sorteras ju redan bort eftersom jag har valt att bo hos en privat hyresvärd som inte hyr ut till människor med skulder , utan arbete och med ett tvivelaktigt förhållande till svensk kultur och rättsväsende . Framför allt : Varför skulle jag vilja ha dessa människor som grannar igen ? Varför skulle jag anse att segregation är av ondo ? Nej , jag ser inget positivt med kriminalitet , patriarkala gap- och skrikkulturer och äktsvenska missbrukare . Jag och flera med mig vill inte ha dem i min närhet ! Varför är det ingen som vågar erkänna detta ? Nu_för_tiden är jag mycket noga med att välja bostad . Jag vill inte riskera att behöva dela trappuppgång med någon Muhammed , Hassan eller Mange och Lenita . Så är det bara . Jag vill ha lugn och ro ! Jag vill känna trygghet i mitt boende och ha grannar som jag kan lita på och som jag vet inte går till anfall eller bryter mitt förråd eller föraktar mig pga mitt svenska ursprung och för att jag faktiskt arbetar och betalar skatt . Om vissa anser att jag är rasist bara för att jag inte vill bo tillsammans med araber , somalier och äktsvenska dagdrivare och missbrukare , ja då får jag ta den smällen . Jag är för fan över fyrtio år . Såpass säker har jag i_alla_fall blivit i mig själv så att jag vet vad jag är och vart jag står någonstans . Någon rasist är jag inte bara för att jag vill känna trygghet .
31	2009-02-23	Cadenza	Segregation är kanske inte ' positivt ' i sig , dock är det något helt naturligt , det ligger i människans natur att dras till de man är lika . Det uppstår spontant om folk själva får välja . Att försöka experimentera och rucka på denna ' naturlag ' är som att försöka trotsa tyngdlagen - det går bara åt helvete . .
32	2009-02-23	Gammal_Hårdrockare	Nej . Min privata hyresvärd skulle aldrig någonsin få_för_sig att skriva avtal med socialen eller hyra ut till arabiska storsläkter . Dessa sållas_bort automatiskt . Det är den kommunala allmännyttan som är farlig att bo hos , då kan man råka_ut för sådant här . Dem ska man alltså undvika .
33	2009-02-23	Aake	Även Blattarna vill ju bo segregerat bland de sina utan störande svenneinslag . Det enda de vill ha av dig är dina pengar , din mobil , din jacka och dina skor . Vem fan är den där Edit alla skriver små meddelanden till i inläggen ? Hälften av alla som drunknar har alkohol i blodet - Alla som drunknar har vatten i lungorna . Du skall inte sitta på muggen om du inte förmår att skita http://exilen.forumotion.eu/ - Debattforum under uppbyggnad och där censureras inte matbilderna
34	2009-02-23	Gammal_Hårdrockare	Vilsen : Ja för fan ! Är det inte så för alla innerst inne ?
35	2009-02-23	Hårboll	Det mest underhållande på temat ' segregation ' är ju att de som säger sig vara mot den själva bor rasrent i avskärmade villaområden
36	2009-02-24	Cineasten	Ledordet är HÄNSYN men folk kan inte stava till det längre . Självklart kan studenter och pensionärer bo i samma hus precis som människor har gjort i generationer men då krävs det att alla visar varandra hänsyn , alternativt att husen byggs med rejäl ljudisolering . . Det går definitivt att samsas om man vill . Vill man inte så går det inte men för normalt funtade människor går det att komma_fram till en praktisk lösning för alla . Det gäller bara att alla lär_sig använda det där de förhoppningsvis har mellan öronen . Jag tröttnar på mina yngre grannar därför att de inte visar hänsyn . Huset är mycket_dåligt ljudisolerat och de punchiga ungarna ( tonåringar som börjar närma_sig de 20 ) går aldrig i trapporna - de springer i full fart som småbarn . Kommer de hem sent pratar de högt och ljudligt i trappuppgången trots att de rimligen borde veta med sig att de borde hålla_käften stängd eller åtminstone prata lite tystare när timmen är sen . Andra dumpar en massa_skit i trappuppgången och allt bottnar i att de inte fått lära_sig innebörden av orden respekt och hänsyn . Jag har inga problem att dela portuppgång med olika typer av människor så länge de beter sig schysst . Sen struntar jag i om de är svennar eller blattar . det finns bra och dåliga sorter inom alla grupper . Hellre dela port med en invandrarfamilj som beter sig som folk än att dela den med en senildement och/eller psykiskt sjuk person som missköter hygienen ( är inkontinent och vägrar byta kläder t.e.x . Inte helt ovanligt ) och renhållningen hemma så att det blir en sanitär olägenhet . Spela inte Allan du , jävla_clown du är Cineasten . Som sagt , det är sån jag är . Går runt med för stora skor , långrandiga byxor med hängslen , har röd krullig peruk och en stor röd näsa i plast som man kan klämma på så att det låter skojigt . Du kan inte förstå . Det är som att försöka förklara Einsteins relativitetsteori för en fiskmås . Det är helt poänglöst . Någon KANSKE överfaller dig med en motorsåg och gör Chili Con Carne av dig innan du hinner säga ' hoppsan ! '
37	2009-02-24	Cineasten	Drägglet ? Såna alkisar som du så målande har skrivit om i dina ' självbiografiska berättelser ' ? Spela inte Allan du , jävla_clown du är Cineasten . Som sagt , det är sån jag är . Går runt med för stora skor , långrandiga byxor med hängslen , har röd krullig peruk och en stor röd näsa i plast som man kan klämma på så att det låter skojigt . Du kan inte förstå . Det är som att försöka förklara Einsteins relativitetsteori för en fiskmås . Det är helt poänglöst . Någon KANSKE överfaller dig med en motorsåg och gör Chili Con Carne av dig innan du hinner säga ' hoppsan ! '
38	2009-02-24	TheRealFace	För mig som individ är segregation bra på en del sätt , t.ex . att slippa primitiva människor , missbrukare m.m . Men för samhället i stort är segregation dåligt , för då bryts inte nysvenskarnas dåliga kultur ner . Araber Somalier , behöver umgås med Svenskar för att få en dos civilisation i sig . Titta på Rosengård hela området har blivit en sekt !
39	2009-02-25	c-Helzing	Ojdå ! Akta_sig , så att inte Ohly eller Mona Muslim hör detta .
40	2009-02-27	Gammal_Hårdrockare	Det har de redan gjort men det fixade mitt hyresbolag lätt , dvs de hyr inte ut till folk som lever på socialbidrag eller är arbetslösa . Vilka är det som oftast lever på socialbidrag tror du ? Hittills är det inte förbjudet eller diskriminerande att inte hyra ut till människor som saknar inkomst .
41	2009-02-28	Attackliberal	Hur ser du på ' blattajävlarna ' , ligger det dåliga i deras gener eller deras kultur ? Hur ser du på din blandade mulattdotter och hennes framtid i ett sånt här samhälle du förespråkar ? Hon , blandad , blir klassad som den lägsta av människor och t.o.m . araberna i ghettona spottar på henne , hon är haram . Att du tror att det finns någon ' grädda ' som bor i hyresrätter i Karlstad är bara fånigt . Du är en smutsig socialist som blivit ' lite förman ' - det är bara att kolla på dina gamla inlägg . Jag antar att du jobbar inom stat , kommun eller landsting . Dom som har pengar bor grannar med Christer Sjögren , vilka idioter bor i en jävla skolåda om man inte är student eller bor i Sthlm ? Ha en trevlig helg , i gräddan = )
42	2009-02-28	Gammal_Hårdrockare	I deras kultur och värderingar naturligtvis . Jag är inte rasist som dem . Jag är däremot demokrat . Därför förkastar jag islam . Därför förkastar jag stenåldersvärderingar och konfliktlösning som innebär våld . Inga problem alls så_länge_som hon slipper att bo bland människor som inte gillar henne , som muslimer av mellanösternursprung t ex . Som sagt , människor som du tydligen försvarar och vill bo tillsammans med . Nej , jag har jobbat med lite allt möjligt . Det var länge sedan som jag jobbade inom Landstinget . Du är en smutsig socialist som blivit ' lite förman ' Nej , jag är ingen förman och jag är lika lite socialist som högergubbe .
43	2009-03-11	Cineasten	Normalfuntade pensionärer förstår att det är normalt att titta på tv och/eller lyssna på musik efter 20.00 men det är klart att det finns gnällspikar som klagar så fort de får chansen . Koleriker och kverulanter finns det gott om . Spela inte Allan du , jävla_clown du är Cineasten . Som sagt , det är sån jag är . Går runt med för stora skor , långrandiga byxor med hängslen , har röd krullig peruk och en stor röd näsa i plast som man kan klämma på så att det låter skojigt . Du kan inte förstå . Det är som att försöka förklara Einsteins relativitetsteori för en fiskmås . Det är helt poänglöst . Någon KANSKE överfaller dig med en motorsåg och gör Chili Con Carne av dig innan du hinner säga ' hoppsan ! '
44	2009-03-14	tenbucks	Nu snackade jag inte specifikt om invandrare . Och det finns många invandrare med jobb , så något fel gör de dräggen som är invandrare . Du får det att låta som om att alla invandrare diskrimineras och att det är Svenskarnas fel .
45	2009-08-09	Gammal_Hårdrockare	Och äktsvenskt White trash och svenska missbrukare . Det glömde du ! Nej , det gör de inte . Det finns massor med svenskar som är arbetslösa . Diskrimineras de också? Nej , de flesta är kritiska om Sveriges dumgenerösa flyktingpolitik . Klart att folk blir förbannade . Så fort det handlar om s.k . ' flyktingar ' så är vi ett rikt land men så fort det handlar om svenskar , äldrevård , sjukvård m.m . ja då är vi ett fattigt land som måste spara in och skära_ned . Märkligt att dessa besparingar aldrig drabbar flyktingpolitiken som är en gigantisk utgiftspost . Och alla svenskar som inte får jobb , ska de också integreras i något ?
46	2009-08-09	Pepparsprejad	Ts : du är precis som alla andra svenskar jag föraktar , du ser problemet men du vill inte göra något åt det så du flyttar därifrån istället , till ett ställe där du inte ser misären , right ? We're from RUD , who the fuck are you ?
47	2009-08-10	Finnveding	Hehe ! Lägg på djur- och skogsskötsel så är vi hemma på gården . Men tjuvarna skrämmer icke .
48	2009-08-10	bombacci	förstår inte folks rädslor för invandrare . Trivs bra med mina grannar där många av dem är invandrare . stör mig betydligt_mer på ' packet ' alltså mentalt handikappade personer som ser till att hissen blir långsammare genom att stå o trycka på knappen och åker en eller max två våningar upp ( önskar ibland att de fick en egen hiss alt att de fick ta trapporna istället ) . Samt att de står occh glor på en i hissen , luktar rätt mycket , så när de kommer gående får man försöka att inte andas_in , de skräpar ned hissen m.m . Sen har någon sparkat sönder speglarna och sittgrejen i hissarna en eller två gånger så nu har hyresvärden struntat i att sätta tillbaka det . Lite synd då man gärna kollar sin frisyr en gång till när man är påväg någonstans , men sånt får man inte göra om man bor i ett fattigt område tydligen . Brukar ibland önska att de med ' lite problem ' kunde skickas iväg till någon dyr och rik kommun så även de borgerliga väljarna fick känna att de drog sin bit av kakan till vår solidaritestanke , GH kommun lät trevlig , han kanske kan kämpa för detta? . Men jag som fattig student blir bestraffad igen och igen och igen . De la ned vårdcentralen i vårt område med , tack för det Moderaterna .
49	2009-08-10	bombacci	Ytterst få då Täby och andra borgerliga kommuner har få hyresrätter så kan de alltid föröska hänvisa folk vidare istället . Det finns ett par stycken men inte alls i den omfattningen som det gör här . I det 13 våningshus där jag bor , så är det på våning 4-6 folk som bor i gruppboende med lite problem . När några av dem skickas vidare blir det sen på eget boende i samma hus . Fast man märker ingen direkt förbättring på dem oftast . Sen bor vi studenter med arbetare och andra med , men det är oftast inte där problemet ligger . sanyogo : ja det verkar vara många som är rädda för dem , ni kanske fick stryk i skolan av dem eller liknande? många rasister är oftast inte så bra på att slåss så då sitter dem gärna och skriver elaka saker om dess övermän på nätet istället...det och röstar på SD men vågar sällan tala om det offentligt . Jag brukar någon gång behöva säga till folk med invandrarbakgrund t ex i tvättstugan men jag försöker göra det trevligt men drar inga slutsater om att alla polacker eller sydamerikaner är på ett visst sätt enbart på vad några fåtal har gjort . Att många etniska svenskar är idioter är ingen nyhet Södertälje SK - Tillsammans är vi starka !
50	2009-08-11	Gammal_Hårdrockare	Det stämmer , det är sannerligen ingen nyhet . Hade det varit mindre idioter i det här landet så hade vi sluppet jubelidioter som Jättebebisen och Muslim-Mona i riksdagen .
51	2009-08-11	Mephistopheles	Tråkigt att det finns så få alternativ för oss som inte uppskattar kriminalitet särskilt mycket men saknar de ekonomisk musklerna . ' The truth , indeed , is something that mankind , for some mysterious reason , instinctively dislikes . Every man who tries to tell it is unpopular , and even when , by the sheer strength of his case , he prevails , he is put down as a scoundrel. ' -H . L . Mencken
52	2009-08-11	Nedomansky	Är mkt glad att jag bor i ett område utan utomeuropeiska invandrare . Tror det är bäst för alla om det kan fortsätta vara segregerat . Att vara kvinna , borde inte det betraktas som en obotlig sinnessjukdom . .
53	2009-08-12	Gammal_Hårdrockare	Tänk , det tror jag också . Jag vill inte bo bland människor som ser_ned på mig bara för att jag är en svensk skattebetalare . Kalla mig för gammalmodig men sån är jag !
54	2009-08-12	Sanyogo	kallade du mej för Rasist? . Om du nu gjorde det vet du vad en rasist är ? Många rasister är inte så bra på att slåss? . Källa tack för det har jag aldrig hört förut Skriver elaka saker om dess övermän på nätet? . Det vet jag inte men många skriver fakta . Vad fan gör du här då förresten ditt pucko ? Om jag nu kommer rösta på SD vilket i nuläget ser ganska troligt ut så kommer jag inte hyckla om det och inga andra jag känner heller tro mej . jag känner till_och_med invandrare som har bott väldigt länge i sverige som funderar på att rösta SD för att dom är trötta på rötäggena . Jag kan förstå varför vissa väljer att bo segregerat när till_och_med vissa skötsamma invandrare vill bo segregerat . Det är genant med fördomar . Men det är ännu mer genant när fördomarna visar_sig stämma
55	2009-08-14	Gammal_Hårdrockare	Och där försvann vitsen med att betala dyra pengar för en bostad .
56	2009-08-14	Kycklingkungen	Det är inget fel på lägenheterna i miljonprogramet . Tvärtom skulle jag vilja påstå , stora fina lägenheter med bra kök och badrum . Om man inte bott hos en snål privatvärd så bör det vara hyffsat underhållet . Har själv bott i ' ghetton ' och det är fan inte lägenheterna det är fel på , utan packet som bor där . Till slut tröttnar man och flyttar därifrån . Till likasinnade som uppfostrar ungarna , som inte beter sig som djur , jobbar och visar hänsyn till andra . Den sista gången jag ' bodde ' ( bodde inte själv där , tjejen bodde i ett ghetto och jag bodde för_det_mesta hemma hos henne , hon hade en riktigt fin lägenhet , både billig och nyrenoverad . Bra planlösning hade den med ) så kunde man inte gå_ut efter klockan 6 eftersom det var då negrerna vaknade . Nu är jag kille och rätt storväxt , men jag tyckte synd om alla stackars tjejer som var tvungna att ta_sig förbi horderna av mörka storväxta knarklangare som hängde i mörka hörn och blängde på alla som gick förbi . Kan inte varit kul för dom . Fast ungarna lekte på gården . Klockan 23 . Vardagkvällar . Ja inte alla barnen , de ljushåriga låg och sov . Dagis och skola imorgon . Men de mörkhåriga små liven roade sig furstligt . Skrika högt och kasta sten var favoritnöjet . Spela fotboll mot dörrar är också kul . Fotbollsplanen 50 meter därifrån var inte lika kul . Det smällde inte lika fint där . På sommaren åkte vattenpistolerna fram . Alla blev blöta . Även de som inte ville , det var bara roligare när flickorna skrek . På vintern kom kriget . Från början av december till mitten av januari kunde man lika gärna bott i Beirut under inbördeskriget . Det smälldes smällare och sköts raketer dygnet runt . Gärna i trapphus . Smäller högre där . I brevinkast och mot balkonger . Det är kul med brandkåren . Dom kan man också skjuta raketer mot . Det var alltid någon som använde trapphuset som en toalett . Tyckte synd om städarna , kan inte vara kul att varje dag tvingas skura bajs och kiss . Tjejens dotter började i skolan . Snabbt blev hon en av de bästa i klassen . Hon kunde svenska . Det gjorde att hon låg ljusår före de flesta . En av de få svenskarna som bodde där fick samtal från skolan angående äldsta barnet . Han skulle börja fyran . - ' Det är nog bättre att du byter skola till skolan i villaområdet några kilometer härifrån ( nästan enbart svenska elever ), vi kommer inte kunna lära honom något mera , det är allt för stökigt i klasserna i mellanstadiet ' . Det var rektorn på skolan som rekommenderade det . Efter lågstadiet var det förvaring , inte utbildning som gällde . Tjejen hade problem med tvättstugan . Det var en stor tvättstuga där 4 kunde tvätta samtidigt . Antingen låg alla hennes kläder på golvet när hon kom och det var någon annans i maskinen , eller så var det någon som hade tagit hennes maskiner innan hon kom . Om hon fick tvättmaskinen var hon tvungen att passa den så inte någon unge slängde in nått däri . Hände flera gånger att tvätten blev förstörd av tuschpennor , kritor , sten eller vad de påhittiga ungdjävlarna slängde i . De andra som tvättade där hade inte sett nått . Eller kunde inte svenska . Entré-dörrarna stod alltid öppna . Inte för att folk kände_sig trygga utan för att folk skulle kunna gå_in och ut som dom ville . Var enkelt att slå_sönder låset . Inbrott ? Nä vi är alltid hemma . Kallt som fan på vintern ? Nä ingen fara vi slår bara på spisen och ugnen och lämnar ugnsluckan öppen . Det är soc som betalar elräkningen iallafall . Var det nån dum djävel som stängde dörren ? Äh en stor sten krossar man lätt rutan i dörren med , sen kan man öppna den hur lätt som helst . Skräp slängde folk på marken . Även om det fanns papperskorgar precis brevid . Sophanteringen var ett speciellt kapitel . Sopsortering är bra . Det var alltid folk i grovsoprummet . Mer hämtades än lämnades . Men inte hushålls sopor . Det är jobbigt att veta i vilken container man ska slänga vad i . Så man slänger det lite varstans . I trapphus , lekplatser , buskage , ja fantasin är gränslös . Till slut fick tjejen lägenhet i ett bättre område och kunde flytta därifrån . Men jag tycker synd om dom som tvingas bo kvar . Betalade dyrt själv en_gång_i_tiden för att slippa ghettot . Det är nog bland det bästa jag gjort . Men det var aldrig lägenheten det var fel på . Den trivdes jag bra med . Tyvärr låg den i fel område bara .
57	2009-08-14	Mithrilbrynja	Segregation och integration . . är det egentligen inte bara meningslösa politiska klichéer och floskler ?
58	2009-08-14	Ådärkomdenja	Visst är det så . Det senare begreppet illustrerar det omöjliga , det första resultatet . Endast i landsförrädiska kretsar - sjusysterpartiet och riksmedia - upprätthålls den falska begreppsföreställningen . Folk i gemen vet bättre , även om andelen flumskallar bland röstberättigade är beklämmande stort i den sista ( s ) ovjetstaten . Numera administrerad av reservsosseregimen alliansen . ( sd ) nästa ...
59	2016-02-08	Anusiktet	Tyvärr för en del tycks segregationen minska nu
