id	mydate	genre	text  
55	2021-01-08	PBLMD	Den mutation av coronaviruset som tidigare upptäckts i Storbritannien har även upptäckts på flera håll i Europa. I Sverige undersöker vi genetiskt endast en procent av alla positiva coronatest för att ta_reda_på vilken sorts virus en person är smittad med. Därför kan det vara svårt att upptäcka om de nya mutationer har spridit_sig i samhället eller ej. Många är oroliga för den nya virusvarianten som upptäckts i Storbritannien, och som misstänks vara mer smittsam. I Sverige har vi än_så_länge endast konstaterade fall av det muterade viruset. Men mörkertalet kan vara stort, eftersom vi endast gen-sekvenserar, alltså genetiskt undersöker en procent av de positiva coronaproverna. - Vi kommer inte upptäcka med den nivå av sekvensering vi gör idag, riktigt låga nivåer. Men vi har ju planerat att öka upp sekvenseringar nu när vaccinationer går igång, säger Karin Tegmark Wisell, avdelningschef på folkhälsomyndigheten. Danmark hade den januari fall av den nya virusvarianten från Storbritannien. Men där undersöker man också virusprover arvsmassa i betydligt högre grad än i Sverige. För ett par veckor sedan uppgav man att ungefär elva procent av alla positiva coronaprov sekvenseras i Danmark. En andel som alltså är ungefär tio gånger större än i Sverige. Sedan dess har man i Danmark också ökat på sekvenseringen ytterligare. Enligt Danska Seruminstitutet, som utför sekvenseringen, är Danmark ett av de länder i världen där de undersöker störst andel prover. Och de tror att fler länder kan ha samhällsspridning av den nya virusvarianten utan att man vet om det - för att man sekvenserar så lite. - Ungefär tio procent är nog ungefär en lagom målnivå när vi har ett sånt här omfattande antal fall. Sedan ser man i Danmark väldigt tydligt att man har stora regionala skillnader inom landet. Själland och Jylland skiljer_sig till_exempel åt väldigt mycket. Och de regioner som Sverige har utbyte med som Köpenhamnsområdet har ganska så låg förekomst av den här varianten. Så det finns uppenbarligen stora skillnader inom länder och mellan länderna, säger Karin Tegmark Wisell. Mer om vad som görs i Sverige för att upptäcka när mutationen kommer hit, och vad man vet om de nya mutationer som det nu var för, kan man höra om i Vetenskapsradion vid lunchtid idag, klockan 12.08 i P1 eller senare i appen SR Play.  
56	2021-01-08	PBLMD	Den nya tillfälliga pandemilagen har klubbats igenom av riksdagen och kommer att börja gälla redan på söndag. - Den kommer att användas i närtid, säger statsminister Stefan_Löfven (S). Den nya lagen, som gäller fram till den sista september 2021, ger regeringen befogenhet att besluta om fler tvingande åtgärder. Det kan exempelvis handla om att stoppa kollektivtrafik, reglera hur många personer som får samlas på en allmän plats eller fatta beslut om att stänga butiker och shoppingcenter. Socialminister Lena_Hallengren (S) påpekar dock att huvudsyftet med den nya lagen inte är att stänga verksamheter, utan snarare att begränsa exempelvis öppettider och besökare. - Det handlar om att vidta olika typer av begränsningsåtgärder som kan riktas mycket mer specifikt, säger hon. Kan leda till böter Nytt är också att den som bryter mot åtgärder kan tvingas betala böter. Detta gäller för både verksamheter och privatpersoner. - Den stora delen handlar om att länsstyrelser ska se till att varuhus, sportcenter och_så_vidare följer de åtgärder de ska vidta. Då kan de få vite om det inte gör det och i_slutändan få stänga om de inte sköter sig, säger Hallengren. - Penningböter för en enskild individ handlar om att det är uppenbart att man bryter mot regler om förbud mot större folksamlingar till exempel, fortsätter hon. Lagen ska användas inom_kort Statsminister Stefan_Löfven säger i SVT:s Morgonstudion att den nya lagen kommer att användas i närtid. - Vi ska återkomma när vi har besked om det. - Det handlar till_exempel kollektivtrafiken. Nu har vi maskrekommendationen men vi kan behöva göra mer där. Det handlar även_om gym, köpcentrum och de som hyr ut lokaler för fester, säger han. Höjda röster om ersättning En majoritet av riksdagspartierna, närmare_bestämt M, C, L, KD och SD, har varit kritiska till att lagförslaget inte innehållit något löfte om kompensation till verksamheter som drabbas ekonomiskt av exempelvis en nedstängning och kräver att rätten till ersättning förtydligas. - När staten fattar beslut om nedstängningar måste staten ta ansvar för beslutet. Kompensation som huvudregel måste till de verksamheter som drabbas ekonomiskt. Man måste naturligtvis betala hyran och fritids till sina barn även_om man arbetar inom privat sektor, säger Lina Nordquist (L) under riksdagsdebatten om den nya lagen på fredagen.  
57	2021-01-08	PBLMD	Efter beskedet om att även högstadiet får införa distansundervisning så inleds vårterminen på måndag hemifrån för 11_000 elever i Göteborg. - Det kommer att bli en stor utmaning för alla, säger Axel Darvik (L), ordförande för grundskolenämnden. Efter julledigheten kommer de cirka 11_000 högstadieelever i Göteborgs kommunala skolor att få stanna hemma och bedriva sina studier där. Grundskolenämnden har tagit beslutet på_grund_av den ökade smittspridningen i samhället. - Det finns en rekommendation om att gå_över till distansstudier, det kommer att bli en utmaning både för lärare och elever, och vi har fått reaktioner både från föräldrar och elever som är oroliga men de flesta är förstående till varför vi måste fatta det här beslutet, säger Axel Darvik (L), ordförande för grundskolenämnden. Skolköket håller öppet Då det finns elever som får sitt viktigaste mål mat under dagen i skolorna, samt att alla kanske inte kan laga mat ensamma hemma kommer skolköken att vara öppna där det finns behov av det. - Vi måste ta hand om de elever som verkligen behöver få skollunch så vi kommer att servera mat till de som behöver det, det viktigaste är att först_och_främst få ner trängseln, Axel Darvik. Han berättar även att flera undantag kommer att göras för de elever som verkligen behöver vara i skolan för att få sina studier genomförda. - Det finns ju en utbredd trångboddhet i Göteborg och många kan helt_enkelt inte sitta hemma, samt finns det elever som behöver specialstöd. De elever som behöver nyttja skolans lokaler kommer att få göra det, säger han. Inte bra för eleverna Axel Dahlvik känner_sig ändå lite oroad då det alltid är bättre för elever kunskapsutveckling att vara fysiskt på skolan och på lektionerna, men han hoppas på att lärare och elever kommer att klara av detta och göra det bästa av situationen. - Det är ju inte bra för elever skolgång, men det viktigaste nu är att vi glesar ut skolor och minskar smittspridningen, säger han.  
58	2021-01-08	PBLMD	Hundratals länder har stängt skolor till_följd_av coronapandemin. Nu visar en svensk_studie att risken är låg att barn blir så sjuka i covid_19 att de kräver intensivvård. Detta trots öppna skolor. - Jag hoppas att vår studie ska leda till att man vågar öppna framförallt grundskolor i många länder, säger professor Jonas F Ludvigsson, som lett studien. Svensk_forskare har studerat förekomsten av barn mellan och år som vårdats på intensivvårdsavdelning mellan mars och juni förra året, barn med covid-19, eller så_kallat multiinflammatoriskt syndrom, MIS-C, som kopplas till covid-19. Av nästan två miljoner svenska 1-16 åringar var det barn som vårdades för covid_19 eller MIS-C inom intensivvården under våren 2020. - Det är per 130_000 barn. Det är trots allt en låg siffra. Det är glädjande att svår covid_19 är så_pass ovanlig bland barn trots_att grundskolor och förskolor har hållits öppna under pandemin, säger Jonas F Ludvigsson, barnläkare vid Örebro Universitetssjukhus och professor i klinisk epidemiologi vid Karolinska_Institutet. Varför barn blir mindre sjuka än vuxna vet man inte med säkerhet i dag. - Min egen gissning är att barn mer nyligen drabbats av andra virussjukdomar och därför har ett bättre försvar mot covid-19. Det är också få med underliggande_sjukdom. Sannolikt ingen förhöjd risk för barn med kronisk_sjukdom Enligt Ludvigsson visar studien att de flesta barn som hamnar på intensivvården inte har några underliggande riskfaktorer. - Det gör att föräldrar till barn med kroniska sjukdomar bör kunna andas ut. Risken att deras barn ska bli mycket svårt sjuka i covid_19 är sannolikt inte högre än för andra barn i samhället. Det tror jag är väldigt värdefullt för föräldrar som har barn med autoimmun_sjukdomar, hjärtfel, neurologiska handikapp och så vidare. Barnläkare Jonas F Ludvigsson svarar på tre frågor om barn och covid-19. Foto: Andreas Zernell Hoppas få effekter utomlands Jonas F Ludvigsson hoppas att studien ska få genomslag utomlands, och leda till att fler länder vågar öppna grundskolorna. - Stängda grundskolor innebär att hundratals miljoner barn inte får utbildning de behöver. Studien, som publicerats i tidskriften New England Journal of Medicine, har dock inte undersökt huruvida de öppna skolor har lett till en ökad smittspridning i samhället. Johanna Höög är docent i cellbiologi vid Göteborgs universitet och en av forskar och debattörer i gruppen Vetenskapsforum covid-19. Hon är kritisk till Ludvigssons slutsats att skolor kan hållas öppna och säger till SVT att man inte ska ta några risker med barnens hälsa. - Jag tycker inte att barn på IVA under den perioden är en liten siffra. De här barnen och deras familjer har gått igenom mycket allvarlig_sjukdom och det vill naturligtvis inte någon uppleva. Så jag anser att skolor bör hållas stängda nu när vi har en stor smittspridning i samhället.  
59	2021-01-08	PBLMD	Just nu finns ett 100-tal covidsmittade på åtta av Örebros vård- och omsorgsboenden. Det är efter julledigheten som coronasmittan ökat kraftigt. Både personal och boende är smittade. Före jul fanns coronasmitta på fyra av kommunens vårdboenden. Då registrerades sammanlagt ett 30-tal fall, ungefär jämnt fördelade bland de boende och personal. Efter långledigheter finns nu alltså ett 100-tal smittade på åtta av boendena, fortfarande jämnt fördelade bland boende och personal. - Vi ser väldigt allvarligt på situationen och jobbar hårt för att försöka begränsa smittspridningen, säger Annika Roman, förvaltningschef för vård och omsorg. Varför smittan tilltagit är svårt att säga, konstaterar Annika Roman, som menar att man nu har bra rutiner på plats och tillräckligt med skyddsutrustning. Annika Roman förvaltningschef Vård och omsorg, Örebro kommun Foto: Sophie Olsson Rahlén /SVT - När smitta upptäcks har vi lärt_oss hur vi ska agera, till_exempel vad_gäller isolering av boende och smittspårning. Samtidigt har vi ju en samhällsspridning, som gör att det kan bli trådar som är svåra att följa, säger hon. Enligt Annika Roman finns just nu inga svårt sjuka, vare_sig bland de boende eller personalen, även_om några insjuknade vårdas på USÖ. I klippet berättar Annika Roman mer om vilken vård de äldre som insjukna  
60	2021-01-08	PBLMD	Under torsdagen öppnades en akutavdelning för covid-patienter på Sophiahemmet. Den nya avdelningen tar_emot patienter. - Vi har gjort om en postoperativ enhet på vår ryggkirurgiavdelning där vi kommer ta_emot covid-patienter från regionens akutsjukhus, säger Per Svedmark, vd för Ryggkirurgiskt Centrum som ligger på Sophiahemmet. Under december månad vädjade Region_Stockholm till privata vårdgivare att hjälpa till med personal för att avlasta den ansträngda vårdsituationen under pandemin. Ryggkirugiskt Centrum nappade och gjorde om en postoperativ avdelning till en helt ny covid-avdelning. Avtalet är unikt på det sättet att det är den första verksamheten som möblerar om en befintlig avdelning till vård av covidsjuka. Det är ett av fem tillfälliga pandemiavtal som regionen de senaste månader har tecknat med privata vårdgivare gällande akut och imperativ vård. Avdelning öppen en månad Patienter som inte behöver intensivvård på akutsjukhusen kommer skickas hit för att avlasta vården. Den nya avdelningen kommer vara öppen under cirka en månad. Enligt avtalet med Region_Stockholm återgår sedan Ryggkirurgiskt Centrum till sin vanliga verksamhet. - Vi har dragit_ner på vår ordinarie vård. Det går inte att dra_ner längre än så utan att det får konsekvenser för patienter som ska opereras, säger Per Svedmark. Hur mycket får ni betalt? - Vi får inte lika mycket betalt som för vår vanliga verksamhet. Men vi får kostnadstäckning för den här vården tror vi.  
61	2021-01-08	PBLMD	Vad är skillnaden på det tidigare coronaviruset och den nya mutationen från Storbritannien? Skyddar vaccinet mot den nya varianten? Behöver man oroa_sig även_om man redan varit sjuk i covid-19? Det brittiska coronaviruset har kommit till Uppsala, och vi har ställt alla de viktigaste frågor om det till smittskyddsläkaren Johan Nöjd. Hör hans svar i klippet ovan.  
62	2021-01-08	PRDCL	Fredagen den januari var en mörk dag i den svenska demokratins historia. hade kvinnor i Sverige tillkämpat sig rösträtt till den svenska Riksdagen. Efter precis år kan en viktig hörnpelare i den svenska demokratin ha raserats. Då införde den svenska Riksdagen en tillfällig pandemilag, som allvarligt går emot demokratins principer såsom de är införda i Grundlagen. Rätten till möten och yttrandefrihet inskränks. I och för sig är pandemilagen begränsad till september - men med den snabba utvecklingen och det svaga motståndet hos det sovande folket så finns det hur_som_helst starka, onda krafter som vill permanenta den. Just när Riksdagen debatterade den nya lagen hölls en mycket fredlig demonstration utanför Riksdagen. Men här följde inte polisen grundlagen utan ingrep ändå och tog fast Samuel Andreasson (Nsumbu Mbenza) år från Solna. Den videoupptagning som gjordes av Maneka Helleberg talar helt för sig själv. Maneka Helleberg berättar själv i klippet på Mynttorget hur hon kände_sig spyfärdig inför åsynen att fredliga människor som befann_sig på offentlig plats kan arresteras utan att ha begått något brott eller på_något_vis agerat aggressivt. Hon berättar: Han frågade varför han inte fick stå utanför utgången där politiker kom ut. Poliser sa inte varför så han fortsatte att fråga och då ville de föra bort honom från platsen och då gjorde han passivt motstånd. Då blev de arga, ville få ner honom på marken men han försvarade sig och skrek vad har jag gjort? Då fängslade de honom. Vi stod där utanför allihop. Vi ropade att de kör över grundlagen och trummade. Han var den ende de förde bort  
63	2021-01-09	ATHRTS	Regioner planerar nu för vaccination av viss hälso- och sjukvårdspersonal. Vaccinationen görs i linje med Folkhälsomyndighetens tydliggörande av prioriteringsordningen. Regioner välkomnar Folkhälsomyndighetens tydliggörande av prioriteringsordningen för de olika faser i vaccinationen mot covid-19. Folkhälsomyndigheten har tydliggjort att vaccination av viss personal inom den regionala sjukvården kan tidigareläggas på_grund_av hög belastning och genomföras parallellt med den senare delen av vaccinationen av prioriterade grupper under fas 1, där personal inom kommunal vård och omsorgsverksamhet redan ingår. Samtliga regioner har inlett planering för vaccineringens i fas och kommer så snart det är möjligt att påbörja vaccineringen av viss hälso- och sjukvårdspersonal utifrån regionala behov. - Med_tanke_på den oerhört ansträngda situationen i landets sjukvård, så är det en viktig signal som alla regioner nu skickar: Så_snart_som möjligt ska vård- och omsorgspersonal erbjudas vaccination. Om leveranser fungerar som utlovat, bedömer regioner att vaccination av personal inom hälso- och sjukvården kan inledas redan från mitten av januari, säger Emma Spak, chef för hälso- och sjukvårdssektionen på SKR. Med EU-kommissionens godkännande av Modernas_vaccin adderas ytterligare doser till de som redan nu levereras varje vecka från Pfizer/BioNTech. Framåt behöver även övriga vaccin som EU har avtal för godkännas och levereras för att målet om att alla över år och personer under i en riskgrupp ska kunna erbjudas vaccination mot covid_19 under första halvåret 2021. - Allt vaccin ska komma till användning så_snart_som möjligt. Huvudfokus för regioner vaccinverksamhet att säkra att så många som möjligt vaccineras och skyddas mot covid-19. Den fortsatt omfattande smittspridningen måste brytas för att minska följdverkningar av pandemin och belastningen på den hårt ansträngda sjukvården, säger Emma Spak.  
64	2021-01-09	PBLMD	Coronavaccinet från Pfizer och Biontech har fått dispens från Läkemedelsverket och kommer därför utan bipacksedel. Detta har lett till misstänksamhet i vissa kretsar på sociala medier. Ingela Ottoson, gruppchef på Läkemedelsverket förklarar varför. På sociala_medier har ett dokument om en dispens från Läkemedelsverket fått spridning och i vissa kretsar har det väckt misstänksamhet kring Pfizer och Biontechs vaccin mot covid-19. Dispensen från Läkemedelsverket innebär att Pfizer/Biontech inte skickar med en bipacksedel i förpackningen till vaccinet. - Enligt dispensen kommer bipacksedeln istället finnas elektroniskt på bland_annat Läkemedelsverkets hemsida. Man kommer också kunna få den fysiskt hos sin vårdgivare eller hemskickad till sig från företaget eller oss. Dispensbeslutet gäller endast förpackningen, inte vaccinet i sig. Allt med vaccinet är precis som det ska vara, säger Ingela Ottoson, gruppchef på enheten för Produktinformation och ansvarig för dispenser på Läkemedelsverket. Snabbare tillgång till vaccin Varför ger ni den här dispensen? - Dispensen har beviljats för att säkerställa tillgänglighet av vaccinet till allmänheten. Det här vaccinet måste förvaras väldigt kallt, minus grader, genom hela processen. Det innebär att det är svårt att få in bipacksedeln och det skulle också kunna påverka hållbarheten om förpackningen öppnas. Det skulle också tagit mycket längre tid att översätta bipacksedeln till alla länders olika språk och på det här sättet får svenska patienter tillgång till vaccinet snabbare. Ingen risk för patienten Dispensen innebär också att förpackningen saknar en 2D-kod, med information om bland_annat sats- och utgångsdatum. På_grund_av kravet att vaccinet ska förvaras i minus har det varit svårt att fästa koden på förpackningen. Men uppgifterna, som skulle vara i 2D-koden finns i nära anslutning på förpackningen. Samtliga EU-länder har gett samma dispens till Pfizer och Biontech, enligt Ingela Ottoson. - Förpackningen kommer vara på engelska, det är vården van vid, och varje region har utformat information på svenska till vårdpersonalen om hur vaccinet ska spädas och ges till patienterna. Vi hade inte godkänt detta om vi ansåg att det här innebar en risk för patienterna. Påverkar inte_ens rättigheter På sociala_medier har ett påstående cirkulerat om att patienter som får Pfizer/Biontechs vaccin på_grund_av dispensen inte har rätt att rapportera_in eller få ersättning för biverkningar. - Nej, så är det absolut inte. Att bipacksedeln inte finns i kartongen påverkar inte_ens rättigheter, ersättningar eller försäkringar. Här hittar du bipacksedeln för Pfizer/Biontechs vaccin.  
65	2021-01-09	PBLMD	Mutationer av coronaviruset har hittills upptäckts i Storbritannien och Sydafrika. Enligt Tomas Bergström, professor i klinisk mikrobiologi vid Göteborgs universitet, finns det garanterat ännu fler i omlopp i samhället redan. - Det finns ett oändligt antal mutanter i verkligheten. Vi ser kanske en pytteliten topp av en liten del av ett isberg, säger han. De mutationer av covid_19 som påträffats i Storbritannien och Sydafrika sprids förhållandevis snabbt, enligt Tomas Bergström. - Om det beror på lokala faktorer eller rena virusegenskaper återstår att se. Men det intressanta med den sydafrikanska varianten är att det är sommar där nu. Så_där sprids det snabbt trots_att det inte är kallare klimat, säger han. Är ett muterat virus automatiskt värre? - Nej. Mutationer kan vara neutrala, göra viruset snällare, eller så kan det i vissa väldigt sällsynta_fall ge en elakare virusrvariant. Men det är ovanligt. Så funkar vaccinet på mutationer Han säger att folk generellt blir rätt skrämda av alla mutationer, men att det inte är något konstigt. - Det är en del av virusets vanliga biologi - det måste mutera, annars dör det ut. Fungerar vaccinet lika bra på ett muterat virus? - Trots_att det sker mutationer hela tiden så finns det ganska många delar av spikeproteinet som är intakta. Om vi då får ett bra antikroppssvar av vaccinet, vilket det verkar som att vi får, så bör det skyddet fungera. Tomas Bergström ser dock med tillförsikt på framtiden. - Det viktigaste är egentligen hur vaccinet kommer att fungera. Jag tror att det kommer gå bra.  
66	2021-01-09	PBLMD	Polisen i Blekinge varnar nu för en ny typ av telefonbedrägeri. Bedragaren säger att de kommer från Region Blekinge och vill boka en vaccinationstid åt dig och vill att du använder ditt mobila bank ID. Men polisen uppmanar att direkt lägga på luren vid sådana_här samtal. Under den närmaste tiden är det många som kommer att vaccinera_sig mot Covid-19. I_samband_med detta har bedragare börjat ringa runt för att försöka lura folk. Bedragarringer_upp och säger att de kommer från exempelvis Folkhälsomyndigheten eller Region Blekinge och vill boka_in en vaccinationstid åt personen de ringer. De kräver att man ska identifiera sig med bankdosa eller mobilt bank-id. Lägg direkt på luren om du känner_dig stressad eller pressad av någon som ringer. DU SKA ALDRIG LEGITIMERA DIG MED BANKDOSA ELLER MOBILT BANK-ID NÄR NÅGON BER DIG. LÄGG PÅ LUREN , skriver polisen på sociala medier. Polisen informerar vidare att man aldrig kommer att bli uppringd av Folkhälsomyndigheten eller regionen för Covid_19 vaccination. Utan man bokar själv sin tid eller blir kallad via brev. - Vi varnar i förebyggande syfte, för de här samtalen kommer i_princip varje dag, berättar Evelina Olsson på polisens Ledningscentral. Vill komma hem och vaccinera I vissa fall vill bedragar även komma hem till personen de ringer, för att vaccinera mot covid-19. Men detta är ett bedrägeri och polisen uppmanar strängt att inte släppa_in någon. - Vi har haft fall där de dyker_upp i munskydd vid dörren, säger Evelina Olsson. RELATERAT  
67	2021-01-10	NEWS	Forskare på Pfizer meddelar att deras vaccin skyddar mot mutationer av coronaviruset. Ali_Mirazimi, virusforskare vid Karolinska_institutet. FDA har fått rapporter om personer som testat negativt för covid-19, trots_att de insjuknat i sjukdomen. USA:s läkemedelsmyndighet FDA larmar om att coronamutationer kan orsaka falskt negativa_testsvar. Det handlar bland_annat om den brittiska mutationen - som hittills orsakat sjukdomsfall i Sverige. - Beroende_på vilket test man använder så kan i_stort_sett alla mutationer ge falskt resultat, säger virusforskaren Ali_Mirazimi. FDA har fått rapporter om personer som testat negativt för covid-19, trots_att de insjuknat i sjukdomen. Orsaken uppges vara olika virusmutationer som gjort att testen fått fel resultat. Bland de mutationer som nämns finns den brittiska varianten som upptäcktes i Sverige den december. Sedan dess har fall bekräftats i landet. - Vi har inga tecken på att det skulle vara en omfattande samhällsspridning, men det kommer säkert finnas en del kluster och smittkedjor med den här varianten, sa Karin Tegmark Wisell, avdelningschef på Folkhälsomyndigheten, i torsdags. Därför kan mutationer ge fel testsvar Enligt Ali_Mirazimi, virusforskare vid Karolinska_institutet, kan alla typer av virusmutationer orsaka falska provsvar. Det beror på vilket typ av test som används och var mutationen sitter. - Tester använder igenkänningsmolekyler som känner_igen delar av arvsmassan. Men om det finns en mutation just där som igenkänningsmolekylen ska sitta, då kommer testen påverkas. Det är därför tester kan missa viruset, förklarar han. Det är dock osannolikt att mutationer leder till något större antal felaktiga testsvar i Sverige, menar forskaren. - Så fort mutationen kommer så tittar de som är ansvariga för diagnostisk och tester på det här. Sedan anpassar de tester efter mutationerna, säger han och fortsätter: - I_bland har man också flera olika målområden som tester tittar på. Är det mutation på det ena hittar man arvsmassa på det andra.  
68	2021-01-10	NEWS	Viruset blir alltmer avancerat och skapar endast partiell immunitet hos den smittade för att lättare kunna återinfektera den smittade. Den varningen kommer nu från professor Salim Abdool Karim, en av världens ledande experter på infektionssjukdomar. Mycket smittsamma, nya varianter av covid_19 kommer att spridas oftare och orsaka fler utbrott av infektioner, vilket kommer att leda till att ett stort antal patienter överhopar sjukhusen i Storbritannien och Sydafrika. Det menar professor Salim Abdool Karim, en av världens ledande experter på infektionssjukdomar och ordförande i Sydafrikas rådgivande regeringskommitté för covid-19. Han säger också till Financial Times att det är för tidigt att veta i vilken grad de tillgängliga vaccinen kan göra människor immuna mot de nya virusvarianterna. Forskare runtom i världen har slagits av den snabba spridningen av 501.v2-varianten, som först upptäcktes i Sydafrika, och den lika smittsamma 501.v2-varianten, som har lett till den stora ökningen av fall i Storbritannien. Viruset blir allt smartare Storbritannien rapporterade dödsfall på onsdagen, vilket är procent mer än förra onsdagen och den största ökningen hittills. Samtidigt säger premiärminister Boris_Johnson att han nu kan se effekten av nerstängningen. Antalet nya smittade hade fallit till i går, vilket är procent färre än förra veckan. Situationen anses ha lättat något i London. Boris_Johnson varnar emellertid för att NHS, den offentliga sjukvården, riskerade att bli översvämmad och att det enda sättet att skydda vården är att följa de nuvarande reglerna. Han säger vidare att han inte utesluter striktare regler, enligt Daily Mail. Alltfler varianter av covid_19 upptäcks över hela världen. Nyligen hittade forskare i USA två nya varianter av covid_19 i Ohio, och nya varianter av covid_19 har även upptäckts i Japan och i Brasilien. Professor Karim, som var den som ledde bekämpning av HIV och Aids i Sydafrika, förklarar att viruset utvecklas allteftersom det infekterar människor på sådant sätt att det orsakar endast viss immunitet. Därmed kan det undvika att angripas av den smittades egna antikroppar. Detta kommer att bli allt vanligare när fler människor vaccineras, och när alltfler blir infekterade. Den variant som heter 501.v2 binder starkare och mer effektivt till mänsklig_celler. Antikroppar från människor som har tillfrisknat från covid_19 har också visat_sig vara mindre effektiva mot den nya varianten, säger professor Karim till Financial Times. Men det sätt på vilket T-celler och B-celler fungerar skiljer_sig kraftigt från vaccin-immunitet. Det finns alltså två olika typer av immunitet. Utvecklingen kommer att kunna konstateras först om några veckor. Professor Karim säger också att det naturliga för virus är ett bli mer smittsamma men mindre patogena. TEXT: Margaret von Platen  
69	2021-01-10	PBLMD	Även mindre effektiv_vaccin kan bromsa smittspridningen. Även vaccin som inte är procent effektiva kan bromsa coronasmittan ordentligt. Ny forskning visar att behandlingar som minskar infektionstiden med en halv dag kan förebygga 1.4 miljoner covid-19-fall. En amerikansk forskargrupp har undersökt hur smittspridningen påverkas av hur länge patienter är sjuka i covid-19. De såg att när människor var sjuka kortare tid kunde 1,4 miljoner nya_fall förebyggas. Det gör i_sin_tur att ungefär 100_000 undviker sjukhusbehandling. Om tre av fyra som är sjuka i covid_19 blir sjuka tre dagar färre, skulle nästan miljoner nya_fall av covid_19 undvikas. Forskar använde en datasimuleringsmodell som förutspår hur människor samspelar och därmed hur smittspridningen kan se ut i samhället. - Modellen fungerar lite som ett virtuellt spel, liksom Sim City. Den simulerar hur viruset sprids mellan människor från dag till dag. Vi har använt den för smittskyddrekommendationer till den amerikanska regeringen sedan svininfluensan 2009, säger Bruce Y. Lee, professor i hälsopolicy och management vid the City University_of_New_York. Även mindre tillförlitliga vaccin ger effekt Smittspridningen ser likadan ut i Sverige. - Det är full_möjlig att man kan se mycket stora effekter av att minska längden på hur länge man är smittsam även_om man inte skulle skydda helt mot infektionen, säger Joakim Dillner, professor i infektionsepidemiologi vid Karolinska_institutet. Sjukdomstid behövs ta med i uppföljningsplaner - I Sverige jobbar vi nu för_fullt för att få igång vaccination så_snart_som möjligt och en tydlig strategi för att följa_upp vaccin har knappt hunnits med, säger Joakim Dillner. - Huvudfrågan är om antalet infektioner minskar men den här studien visar att vi även behöver se på hur infektioner blir mildare och därmed ger kortare sjukdomsförlopp. Studien är publicerad i PNAS Computational Biology.  
70	2021-01-10	RSRCH	Att tappa luktsinnet, exempelvis i_samband_med covid-19, skapar en rad problem för den som drabbas. Viktminskning, nedstämdhet och försämrade sociala relationer är några av konsekvenser som bidrar till en försämrad livskvalité. Det är vanligt att personer med covid_19 rapporterar att de har tappat förmågan att känna lukter. Steven Nordin är professor i psykologi vid Umeå_universitet och har studerat vilken betydelse luktsinnet har för livskvalitén. - Luktsinnet hjälper oss att urskilja potentiell_farliga ämnen, som gifter och skämd mat, från sånt som är bra för oss, till_exempel näringsrik kost. Luktsinnet spelar också en viktig roll för kostintaget, med mekanismer som reglerar vad, hur mycket och när vi ska äta. Luktförvrängning och fantomlukt Utöver nedsatt förmåga eller total oförmåga att känna lukter kan problem med luktsinnet innebära att man upplever luktförvrängning, till_exempel att apelsin luktar dy. Man kan också känna fantomlukt, det_vill_säga en stark lukt av till exempe bränt trots_att det inte finns något i närheten som orsakar lukten. Förvrängning och fantomlukt kan uppstå vid angrepp av influensavirus och möjligen även vid covid-19, och alla dessa dysfunktioner kan försämra livskvalitén avsevärt. - Tillsammans med mina kollegor har jag gått igenom och sammanställt en stor del av den forskning som finns om konsekvenser av nedsatt eller förlorat luktsinne. Vi kan se att patienter med dysfunktionellt luktsinne ofta besväras av tappad aptit och därmed vikt, svårigheter att laga mat och oro för att inte kunna känna skämd mat. Man har också problem relaterade till personlig hygien, oro för att inte känna farliga ämnen (till exempel gasläcka eller brand) och försämrat socialt och sexuellt umgänge. Allt detta kan leda till nedstämdhet, försämrad allmän livskvalitet och till_och_med nedsatt arbetsförmåga i vissa yrken, berättar Steven Nordin. Kan man träna_upp luktsinnet? Vid Stockholm_universitet pågår forskning kring träning för att få tillbaka luktförmågan, och vid Institutionen för integrativ medicinsk biologi, Umeå_universitet, pågår forskning kring luktsinnet hos personer med just covid-19. Forskningen kan ännu inte ge något entydigt svar på om man kan påverka sin luktförmåga genom träning efter_att man har haft covid-19.  
71	2021-01-11	ATHRTS	Europeiska läkemedelsmyndigheten rekommenderar att produktinformationen för Comirnaty uppdateras för att tydliggöra att varje injektionsflaska, efter spädning, innehåller doser av vaccinet. För att få sex doser vaccin från en injektionsflaska ska sprutor och/eller nålar med liten dödvolym användas. Dödvolymen ska inte överstiga mikroliter för spruta och nål tillsammans. Om vanliga sprutor och nålar används kanske det inte går att dra_upp en sjätte dos från en injektionsflaska. Om mängden vaccin i injektionsflaskan efter den femte dosen inte är tillräcklig för ytterligare en dos (0,3 ml), ska injektionsflaskan kasseras med det återstående innehållet. Vaccin från flera injektionsflaskor ska inte blandas för att få ytterligare doser. Oanvänt vaccin ska kasseras sex timmar efter spädning. Ytterligare information om användning av Comirnaty finns i den uppdaterade produktinformationen. Mer om Comirnaty Comirnaty är avsett för aktiv immunisering för att förebygga covid_19 orsakad av SARS-CoV-2-viruset hos personer år och äldre, och ska användas enlighet med officiella rekommendationer.  
