id	date	party	text
23	2013-04-29	v	investera stöd bostadsbyggandet skapa hyresrätter upprustning miljonprogrammets bostad välfärdslokaler skola förskola äldreboenden vänsterpartiet ungdomsarbetslösheten samhällsproblem 
24	2013-04-29	v	konstatera regeringen satsningar jobbgaranti sänkta arbetsgivaravgifter unga effekt 
25	2013-04-29	v	vänsterpartiet föreslår ungdomsgaranti arbetslösa ungdomar åldern 
26	2013-04-29	v	förslaget unga dagars arbetslöshet garanteras jobb avtalsenlig lön utbildning förslaget jobb utbildningsplatser skapas 
27	2013-04-29	v	ökad ojämlikhet oreglerad finanssektor bidragande orsaker finanskrisen 
28	2013-04-29	v	oreglerade finansmarknaden skapade instabilitet styrde kapital riktiga investeringar finansiell spekulation 
29	2013-04-29	v	syfte begränsa spekulationsekonomin styra kapitalet riktiga investeringar lägger förslag skatt finansiell transaktioner 
30	2013-04-29	v	intäkter skatten används ungdomsgaranti jobb utbildning färdriktning 
31	2013-04-29	v	motion riktlinjer ekonomisk politik jobb investeringar 
32	2013-04-29	v	sammanfattning1 innehållsförteckning förslag riksdagsbeslut ekonomiska_läget internationell ekonomi effekter besparingarna konjunkturläget sverige regeringen prognosmiss finanspolitiken utvecklingen arbetsmarknaden strukturomvandlingen kraven arbetskraften utbildning ökad strukturell arbetslöshet aktiv arbetsmarknadspolitik passiva massåtgärder otryggheten arbetsmarknaden ökad ojämlikhet ökade inkomstskillnader män kvinnor privatiseringar besparingar välfärden svenska modellen regeringen politik leder jobb jobbskatteavdraget a-kassan jämviktsarbetslösheten skattesänkningar specifika branscher skattesänkningar specifika grupper ekonomisk ramverk ökad sysselsättning riktlinjer ekonomiska_politiken ramverken finanspolitiken åtgärdsplaner full sysselsättning mål offentliga_finanserna utgiftstaken finansiering investeringar balanskravet kommunsektorn ramverken penningpolitiken målen penningpolitiken styrningen penningpolitiken utsläppstak fasta jobb färre otrygga anställningar ungdomspaket utbildning jobb a-kassan46 inkludering antidiskriminering likvärdig skola investeringar öka offentliga investeringar investeringar betydelse arbetslösheten investeringar grön infrastruktur energiomställning investeringar grön teknik bygg bostadsbristen aktiv näringspolitik jämställdhet ökad tillväxt gemensam välfärd offentlig sektor sysselsättning avkommersialisera välfärden stärk kommunsektorn välfärden långsiktiga finansiering skattepolitik målen vänsterpartiets skattepolitik inkomstskatter skatter styrmedel miljöpolitiken företags- kapital- egendomsskatter skatt finansiell transaktioner finansiellt_sparande 3förslag riksdagsbeslut riksdagen beslutar godkänna inriktningen ekonomiska_politiken budgetpolitiken avsnitt motionen 
33	2013-04-29	v	riksdagen tillkännager regeringen mening anförs motionen kärnverksamheten vård skola äldreomsorg vinstsyftande företag bedriva verksamhet skattemedel avsnitt motionen 
34	2013-04-29	v	riksdagen tillkännager regeringen mening anförs motionen alternativt ramverk finans- penningpolitiken avsnitt motionen 
35	2013-04-29	v	riksdagen tillkännager regeringen mening anförs motionen järnvägen återregleras samhället helhetsansvar järnvägssystemet avsnitt motionen 
36	2013-04-29	v	riksdagen beslutar avslå regeringen förslag godkänna föreslagna ändringen ändamål verksamheter innefattas utgiftsområde integration jämställdhet respektive utgiftsområde migration avsnitt propositionen yrkande hänvisat 
37	2013-04-29	v	4det ekonomiska_läget 4.1internationell ekonomi ekonomisk återhämtningen finanskrisen bitvis turbulent 
38	2013-04-29	v	världsekonomin förvisso fart fortsatte växa takt emellertid utvecklingen skakig 
39	2013-04-29	v	globala tillväxten sjunkit åren avslutningen svag 
40	2013-04-29	v	bidragande orsaker svaga utvecklingen eurokrisen finanspolitisk åtstramningar hushållen ökade sparande fortsatta problem finanssektorn 
41	2013-04-29	v	inledningen ekonomisk data indikerar vändning 
42	2013-04-29	v	förtroendeindikatorer europa uppåtgående trend finansiell marknader syns ökad optimism avspeglas stigande börskurser minskade upplåningskostnader skuldtyngda euroområdet 
43	2013-04-29	v	återhämtningen väntas drivas uppdämda efterfrågan skapats åren svaga utveckling bedöms investeringar fart 
44	2013-04-29	v	bilden vändning konjunkturläget emellertid entydig sysselsättningssiffror väntat 
45	2013-04-29	v	pressen obama-adminstrationen kongressen vidta åtgärder mildra effekter finanspolitisk åtstramning kongressen beslutade 
46	2013-04-29	v	finanspolitisk överenskommelsen beräknas innebära åtstramning 
47	2013-04-29	v	euroområdet syns tecken stabilisering finansiell marknader 
48	2013-04-29	v	annonserade program outright money transaction minskade obligationsräntor skuldtyngda länder halvåret förtroendeindikatorer förbättrats syns emellertid direkt vändning reala ekonomin 
49	2013-04-29	v	väntas falla arbetslösheten bedöms stiga 
50	2013-04-29	v	tillväxtekonomier kina indien brasilien spetsen åren ekonomisk turbulen förhållandevis märkt svagare konjunkturläget åren 
51	2013-04-29	v	brasilien tillväxten prognosmakare bedömer emellertid tillväxten fart närmaste åren 
52	2013-04-29	v	4.1.1effekter besparingar direkt finanskrisen sjösatte finanspolitisk stimulanspaket 
53	2013-04-29	v	expansiv penningpolitik statliga räddningspaket banksektorn räddades världsekonomin fullständig kollaps 
54	2013-04-29	v	ekonomisk återhämtningen ordentlig fart emellertid politiker ekonomer förespråka politik budgetåtstramningar växande statsskulder följde ekonomiska_krisen exitstrategier modeordet 
55	2013-04-29	v	slog krisande länder euroområdet besparingsvägen effekter åtstramningspaketen tänkt_sig 
56	2013-04-29	v	besparingar minskade tillväxten ökade arbetslösheten resulterade statsskulder ökade 
57	2013-04-29	v	t.o.m. statsskulder ökat genomfört besparingarna. misstagen förda politiken 
58	2013-04-29	v	internationell valutafonden tillskyndare besparingsprogrammen höstas erkänna underskattat åtstramningspaketen effekter ekonomiska_tillväxten. imf:s bedömning finanspolitisk multiplikatorer åren innebörden besparingsprogram miljarder_kronor minskar miljarder_kronor 
59	2013-04-29	v	jämförelse ekonomiska_utvecklingen storbritannien tjäna belysande 
60	2013-04-29	v	länder uppvisar likartade ekonomisk karaktäristika bäring finanskrisen länder gick_in finanskrisen identisk budgetunderskott drabbades krisen likartat förluster banksektorn svarade krisen räddningspaket banker expansiv penningpolitik alltjämt 
61	2013-04-29	v	avseende skiljer emellertid förda finanspolitiken 
62	2013-04-29	v	obama-administrationen svarade krisen betydande finanspolitisk stimulanser sjösatte brittisk regeringen besparingsprogram 
63	2013-04-29	v	jämförelse ekonomiska_utvecklingen länder krisen skillnader 
64	2013-04-29	v	framgår diagram brittisk tillväxten utvecklats svagare amerikanska 
65	2013-04-29	v	brittisk besparingar förväntade effekter skuldutvecklingen uteblivit 
66	2013-04-29	v	brittisk besparingspolitiken resulterat snabbare ökning offentliga skulden expansiva amerikanska finanspolitiken diagram nedan besparingspolitiken sociala konsekvenser tydligare 
67	2013-04-29	v	spanien ungdomsarbetslöshet grekland närmar_sig ungdomsarbetslösheten 
68	2013-04-29	v	fattigdomen sociala desperationen spår fascistisk partier vunnit styrka 
69	2013-04-29	v	diagram bnp-tillväxt index 2007q4=100 källa eurostat 
70	2013-04-29	v	diagram bruttoskuld bnp källa oecd 4.2konjunkturläget bnp-tillväxten landade blygsamma 
71	2013-04-29	v	utvecklades svenska ekonomin svagt halvåret 
72	2013-04-29	v	drog_ned tillväxten svag utveckling exportindustrin 
73	2013-04-29	v	exporttillväxten sjönk under svaga skakiga omvärldskonjunkturen påverkade inhemska efterfrågan 
74	2013-04-29	v	försiktighetssparande drog_ned hushållen konsumtion växte måttliga fjolåret 
75	2013-04-29	v	ekonomiska_läget bedömningar svenska ekonomin splittrad 
76	2013-04-29	v	internationell konjunkturläget svagt euroområdet svenska exporten 
77	2013-04-29	v	konjunkturläget bedöms hämmande behovet investeringar näringslivet 
78	2013-04-29	v	ökad inhemsk efterfrågan hushållen finansiell ställning 
79	2013-04-29	v	stigande löner inflation ökat hushållen reala inkomster sammantaget åren 
80	2013-04-29	v	tiden börsuppgång stigande bostadspriser ökat hushållen förmögenheter därtill hushållen sparande sammantaget utrymme ökad konsumtion prognosmakare bedömer ekonomisk återhämtningen 
81	2013-04-29	v	tillväxten beräknas fart halvåret hygglig takt 
82	2013-04-29	v	4.3regeringen prognosmiss finanspolitiken regeringen höstas presenterade budgetpropositionen stark kritik prognoser budgeten baserades 
83	2013-04-29	v	tydliga tecken vikande konjunktur bedömde regeringen tillväxten fart arbetslösheten falla 
84	2013-04-29	v	tabell nedan jämförs regeringen tillväxtprognos budgetpropositionen bedömares prognoser tidpunkt regeringen prognos ekonomiska_vårproposition 
85	2013-04-29	v	framgår tabellen regeringen prognos bnp-tillväxten prognosmakares bedömningar tidpunkt 
86	2013-04-29	v	vårpropositionen regeringen tvingats skriva_ned bnp-prognosen procentenheter 
87	2013-04-29	v	tabell prognosjämförelse bnp-tillväxt bp september konjunkturinstitutet augusti ekonomistyrningsverket september nordea september swedbank augusti riksbanken juli vp regeringen höstas stark kritik bedömningen utvecklingen arbetsmarknaden regeringen prognos arbetslösheten bedömningen 
88	2013-04-29	v	bedömare optimistisk prognos tabell nedan 
89	2013-04-29	v	hösten stod klart arbetsmarknaden utvecklades regeringen räknade 
90	2013-04-29	v	grunden regeringen ekonomiska_politik bedömningen ekonomiska_läget radikalt ändrats uppmanade vänsterpartiet regeringen återkomma riksdagen tilläggsbudget stimulera ekonomin motverka stigande arbetslösheten 
91	2013-04-29	v	regeringen ansåg emellertid förändrade ekonomiska_läget föranledde revidering budgeten 
92	2013-04-29	v	tabell prognosjämförelse arbetslöshet bp september konjunkturinstitutet augusti ekonomistyrningsverket september nordea september swedbank augusti riksbanken juli vp skillnaden regeringen bedömning budgetpropositionen prognosmakares beträffande arbetsmarknaden utvecklas längre_sikt 
93	2013-04-29	v	regeringen prognos höstas arbetslösheten falla_ned under vårpropositionen regeringen tvingats revidera prognos rejält 
94	2013-04-29	v	räknar arbetslöshet respektive prognosmissen motsvarar personer 
95	2013-04-29	v	inser regeringen politik nått vägs ände 
96	2013-04-29	v	regeringen ensidiga fokus arbetsutbud skattesänkningar bidragit massarbetslöshet 
97	2013-04-29	v	förvänta_sig prognosrevideringen medföra omläggning ekonomiska_politiken 
98	2013-04-29	v	regeringen vårpropositionen dra_upp riktlinjer ökade investeringar kraftfulla utbildningsinsatser 
99	2013-04-29	v	vänsterpartiet dessvärre konstatera regeringen vårbudget kraftlös 
100	2013-04-29	v	regeringen förslag uppgår miljarder_kronor innevarande miljarder_kronor politik finanspolitisk stimulan ansvar ekonomiska_utvecklingen läge arbetslösa 
101	2013-04-29	v	4.4utvecklingen arbetsmarknaden ekonomiska_kriser brukar förstärka strukturomvandlingen arbetsmarknaden 
102	2013-04-29	v	svenska_arbetsmarknaden kännetecknas långsiktig trend sysselsatta tillverkningsindustrin minskat privata tjänstesektorn avsnitt nedan förändring accentuerades finanskrisen åren 
103	2013-04-29	v	lågkonjunktur följde finanskrisen slog hårt svenska industrin 
104	2013-04-29	v	kvartalet kvartalet föll sysselsättningen tillverkning utvinning energi miljö personer. konjunkturen arbetsmarknaden fart jobben privata tjänstesektorn vikande konjunkturen mönster skönjas 
105	2013-04-29	v	sysselsättningen industrin fallit privata tjänstenäringar klarat_sig förhållandevis 
106	2013-04-29	v	sammantaget utvecklingen arbetsmarknaden åren nedslående 
107	2013-04-29	v	arbetslösheten återhämtningsfasen finanskrisen sjönk arbetslöshet svensk historiskt perspektiv internationell jämförelse 
108	2013-04-29	v	hösten ökade arbetslösheten uppgick säsongsrensade termer regeringen tillträdde arbetslösheten ökat procentenheter motsvarar ökad arbetslöshet personer diagram nedan 
109	2013-04-29	v	säsongsrensade sysselsättningsgraden fallit regeringen makten 
110	2013-04-29	v	lägre sysselsättningsgraden procentenheter motsvarar färre sysselsatta 
111	2013-04-29	v	diagram arbetslöshet år säsongsrensade värden källa aku 
112	2013-04-29	v	diagram sysselsättningsgrad år säsongsrensade värden källa aku 
113	2013-04-29	v	svenska arbetslösheten internationellt_perspektiv diagram nedan finanskrisen epicentrum lägre 
114	2013-04-29	v	likaså storbritannien bnp-nivå lägre ingången finanskrisen 
115	2013-04-29	v	finland arbetslösheten klart svenska lägre arbetslöshet 
116	2013-04-29	v	diagram arbetslöshet feb. 2013 arbetskraften säsongsrensade värden källa eurostat regeringen ansvar utveckling betydande 
117	2013-04-29	v	förtjänar regeringen kritik agerade finanskrisen 
118	2013-04-29	v	andra_länder omedelbart sjösatte finanspolitisk stimulanser svarade regeringen bedriva direkt åtstramande finanspolitik 
119	2013-04-29	v	ökade strukturell sparandet procent innebar regeringen värsta ekonomiska_krisen 1990-talskrisen förde åtstramande finanspolitik 
120	2013-04-29	v	förda politiken resulterade jobb förlorade tiotusentals slogs_ut långtidsarbetslöshet 
121	2013-04-29	v	4.4.1strukturomvandlingen kraven arbetskraften utbildning svenska ekonomin genomgått omvälvande förändringar åren 
122	2013-04-29	v	utvecklingen drivits globaliseringen ökat globalt arbetskraftsutbud kina indien ökad världshandel ökad migration teknologisk utveckling 
123	2013-04-29	v	utveckling ökat konkurrenstrycket svenska ekonomin tillverkningsindustrin 
124	2013-04-29	v	tillverkningsindustrin globaliseringen bidragit verksamheter förädlingsvärde andelar 
125	2013-04-29	v	basindustrin exporten malm avancerade pappersprodukter specialstål 
126	2013-04-29	v	högteknologisk branscher kemi läkemedel maskinindustri växt betydelse branscher varvs- textilindustrin försvunnit 
127	2013-04-29	v	parallell utveckling privata tjänstesektorn vuxit kraftigt åren svarat merparten svenska ekonomins sammanlagda sysselsättningstillväxt tabell nedan 
128	2013-04-29	v	trend svenska näringslivet industriföretagen utsträckning fokuserar kärnverksamhet 
129	2013-04-29	v	resulterat lagt_ut tjänster producerades företaget exter tjänsteföretag 
130	2013-04-29	v	tjänster outsourcats konsulttjänster forskning utveckling juridisk rådgivning reklamverksamhet bemanningsföretag byggteknik design 
131	2013-04-29	v	utveckling inneburit industrin alltmer integrerad tjänstesektorn tjänstesektorer beroende utvecklingen industrin 
132	2013-04-29	v	strukturomvandlingen friställd arbetskraft slussas mellan- lågteknologisk industri kunskapsintensiva tjänster krav utbildnings- arbetsmarknadspolitiken strukturomvandlingen resulterade arbetskraften rörde_sig industrisektorer 
133	2013-04-29	v	tabell sysselsatta sektorer svensk_ekonomi tusental privat tjänstesektor kunskapsintensiva jordbruk skogsbruk fiske tillverknings- gruvindustri offentlig verksamhet övrig verksamhet ekonomin källa almega almegas konjunkturprognos 
134	2013-04-29	v	strukturomvandlingen riskerar skapa tilltagande ekonomisk sårbarhet krav helhetstänkande medveten strategisk industri- näringspolitik överlämnas marknaden 
135	2013-04-29	v	konkurrensen svenska industrin avgränsas produktion lågt förädlingsvärde förekommer förädlingskedjan 
136	2013-04-29	v	produktivitetsökningar sektorer produktionsgrenar isolerat systematisk samspel fysisk social infrastruktur spelar avgörande krav helhetstänkande strategisk näringspolitik 
137	2013-04-29	v	4.4.2ökad strukturell arbetslöshet strukturell arbetslösheten arbetslösheten konjunkturläget ökat åren tecken kraftiga ökningen långtidsarbetslösheten 
138	2013-04-29	v	arbetslösheten ökat procentenheter regeringen tillträdde långtidsarbetslösheten ökat diagram långa arbetslöshetstider löper fastna långtidsarbetslöshet slås_ut arbetsmarknaden 
139	2013-04-29	v	tragedi individer drabbas långtidsarbetslösheten betydande samhällsekonomisk kostnader 
140	2013-04-29	v	konjunkturen vänder begränsas uppgången produktion sysselsättning matchningen arbetsmarknaden försämras 
141	2013-04-29	v	långvariga arbetslöshetstider försämrar arbetsmarknaden funktionssätt höjer strukturell arbetslösheten 
142	2013-04-29	v	konjunkturinstitutet riksbanken pekat tecken svenska_arbetsmarknaden fungerar sämre. indikator arbetsmarknaden fungerar beveridgekurvan sambandet arbetslösa vakanser 
143	2013-04-29	v	arbetslösheten brukar företagen tillsätta utlysta tjänster 
144	2013-04-29	v	mitten emellertid andelen vakanser ökat arbetslösheten minskat motsvarande utsträckning 
145	2013-04-29	v	diagram nedan syns kurvan skiftat utåt. förhållande matchningen arbetsmarknaden fungerar arbetslösheten given nivå vakanser 
146	2013-04-29	v	diagram långtidsarbetslösa år källa arbetsförmedlingen 
147	2013-04-29	v	diagram beveridgekurvan källa konjunkturläget augusti 
148	2013-04-29	v	tecken strukturell arbetslösheten ökat arbetslösheten sammansättning utvecklats 
149	2013-04-29	v	arbetsförmedlingen identifierat grupper utsatta arbetsmarknaden utomeuropeiskt_födda utbildning förgymnasialt utbildade äldre funktionsnedsättning 
150	2013-04-29	v	framgår diagram nedan ökat arbetslösheten åren 
151	2013-04-29	v	arbetslösheten sjönk gruppen utsatta ekonomisk återhämtningen arbetslösheten utsatta grupper nivå 
152	2013-04-29	v	arbetslösa utsatta grupper beräknas arbetsförmedlingen motsvara arbetslösheten. diagram inskrivna arbetslösa källa arbetsförmedlingen diagram arbetslösa källa arbetsförmedlingen 
153	2013-04-29	v	oroande arbetslösa grupper långvariga arbetslöshetstider arbete tillhörde utsatta grupper 
154	2013-04-29	v	ökningen långtidsarbetslösheten ökade arbetslöshetstider utsatta grupper diagram 
155	2013-04-29	v	beskrivna strukturomvandlingen svenska ekonomin förändringen arbetslösheten sammansättning utmaningar utbildnings- arbetsmarknadspolitiken 
156	2013-04-29	v	4.4.3från aktiv arbetsmarknadspolitik passiva massåtgärder förklaring försämrade matchningseffektiviteten utvecklingen långa arbetslöshetstider regeringen kraftigt minskat möjligheter omskolning vidareutbildning 
157	2013-04-29	v	skurit_ned platser arbetsmarknadsutbildningen procent deltagare kommunala vuxenutbildningen minskade 
158	2013-04-29	v	höstas presenterade almega teknikföretagen unionen gemensam rapport avtalsrörelsen rapporten kritiserar regeringen lagt alltför fokus arbetskraftsutbudet numerärt utsträckning hänsyn kvalitativa aspekter arbetskraftsförsörjningen 
159	2013-04-29	v	effekter förda politiken arbetslöshet företagen rekrytera arbetskraft 
160	2013-04-29	v	regeringen låga ambitionsnivåer beträffande arbetsmarknadspolitiken framträder tydligt historisk perspektiv 
161	2013-04-29	v	1930-talet drabbades massarbetslöshet 1990-talskrisen utgjorde anslagen aktiv arbetsmarknadspolitik 3procent oecd 1990-talskrisen finanskrisen sänktes offentliga_utgifter område kraftigt socialdemokratiska_regeringar regeringen reinfeldt 
162	2013-04-29	v	anmärkningsvärda sammanhanget låga ambitionsnivåer arbetsmarknadspolitiken fortsatt finans- eurokris 
163	2013-04-29	v	effekter finanskrisen värst användes aktiv arbetsmarknadspolitik 
164	2013-04-29	v	förklaringen minskade utgifter minskade satsningar arbetsmarknadsutbildning stöd anställning rehabilitering funktionsnedsättningar 
165	2013-04-29	v	nedskärningar arbetsmarknadsutbildning kraftiga väsentligt medeltalet jämförbara europeisk 
166	2013-04-29	v	rusta arbetslösa framtiden arbetsliv satsningar kunskapshöjande utvecklande insatser regeringen satsat passiva massåtgärder 
167	2013-04-29	v	garantier jobb- utvecklingsgarantin jobbgaranti ungdomar regeringen infört arbetsmarknadspolitiken 4.4.4otryggheten arbetsmarknaden maskiner 
168	2013-04-29	v	trygghet anställningen vikt individen samhället ökar möjligheter utveckling omvandling arbetsmarknaden decennier utvecklingen riktning 
169	2013-04-29	v	1990-talskrisen massarbetslösheten grepp svenska_arbetsmarknaden 
170	2013-04-29	v	höga arbetslösheten rubbat relativa maktbalansen arbete kapital svensk arbetsmarknad lett genomgripande maktförskjutning löntagare arbetsgivare 
171	2013-04-29	v	arbetsgivar marknadsmakt ökat löntagar positioner försvagats 
172	2013-04-29	v	massarbetslösheten försämringar lagen anställningsskydd bristfällig reglering uthyrning arbetstagare bidragit anställningsskyddet urholkats otryggheten arbetsmarknaden brett_ut_sig 
173	2013-04-29	v	växande otryggheten arbetsmarknaden manifesteras ökat otrygga anställningar ofrivilliga deltider ökad rädsla osäkerhet arbetslivet 
174	2013-04-29	v	decennier andelen tillsvidareanställda minskat andelen tidsbegränsat anställda ökat anställda tidsbegränsad anställning 
175	2013-04-29	v	unga åldern närmare hälften tidsbegränsad anställning 
176	2013-04-29	v	otrygga anställningar ojämnt fördelade löntagargrupper mönstret samspelar förstärker befintliga orättvisor arbetsmarknaden 
177	2013-04-29	v	kvinnor lo-medlemmar ungdomar invandrare avsevärt grad löntagargrupper hänvisade otrygga anställningar lo-yrke tidsbegränsad anställning tjänstemännen tidsbegränsad anställning 
178	2013-04-29	v	otrygga anlitandeformer vanligast kvinnodominerade arbetaryrken konsekvenser ökade otryggheten arbetsmarknaden påverkas enskilde arbetstagaren 
179	2013-04-29	v	otrygga anställningar lägre inkomster lägre föräldrapenning sjukpenning pension 
180	2013-04-29	v	tidsbegränsad anställning deltid riskerar kvalificera a-kassan 
181	2013-04-29	v	arbetstagare otrygg anställning möter välfärdssystem svensk modell arbete bygger tills-vidareanställning heltid 
182	2013-04-29	v	arbetstagare otrygga anställningar svårare engagera fackligt tillvarata rättigheter påverkas arbetstagare löntagarkollektivet 
183	2013-04-29	v	arbetsplatser otrygga anställningar präglas ökad stress arbetsmiljö lägre organisationsgrad löntagar kollektiva styrka försvagas påverkas samhället 
184	2013-04-29	v	osäkra anställningar utgifter samhället återkommande perioder arbetslöshet kostnader ohälsa ökad stress arbetsmiljö 
185	2013-04-29	v	4.5ökad ojämlikhet föregående avsnitten konstatera regeringen ekonomiska_politik jobb minskat arbetslösheten ökat sysselsättningsgraden 
186	2013-04-29	v	förda politiken resulterat kraftig ökning ekonomisk ojämlikheten 
187	2013-04-29	v	rikaste tiondelen befolkningen ökat årliga disponibla inkomst kronor fattigaste tiondelen inkomster tidsperiod diagram regeringen fördelningspolitisk redogörelse ekonomiska_vårproposition framgår ökade ojämlikheten avspeglas ökning andelen lever ekonomisk_standard. ökade andelen gräns procent. utvecklingen långvarig ekonomisk_standard. ökade andelen långvarig ekonomisk_standard procent. ökningen ensamstående ensamstående kvinnor barn. diagram förändring årlig disponibel inkomst decil källa hek 
188	2013-04-29	v	diagram långvarig ekonomisk_standard befolkningen källa regeringskansliet vp 
189	2013-04-29	v	direkta effekten regeringen nedmontering försäkringssystemen besparingar privatiseringarna välfärden individer drabbas hårt ekonomisk socialt 
190	2013-04-29	v	politiken långsiktiga effekter samhällsekonomiska_utvecklingen 
191	2013-04-29	v	oecd studier positivt samband social rörlighet ekonomisk jämlikhet. social rörlighet leder dynamisk fungerande arbetsmarknad internationell jämförelse land jämlikhet regeringen politik klyftor växer 
192	2013-04-29	v	trend risken påtaglig sociala rörligheten riskerar fungerande arbetsmarknad 
193	2013-04-29	v	ökande ojämlikheten tenderar samhörigheten tilliten medborgar leder ökade sociala_problem förtroendet samhälleliga institutioner undergrävs 
194	2013-04-29	v	leder ökade klyftor sociala idémässiga ekonomisk strukturer undergräver medborgar förmåga agera solidarisk 
195	2013-04-29	v	4.6ökade inkomstskillnader män kvinnor jämställdhetsbilagan budgetpropositionen regeringen kvinnor förvärvsarbetar utsträckning män lägre lön män kvinnor ansvar obetalt hemarbete ensamstående kvinnor lägsta inkomster 
196	2013-04-29	v	verklighetsbeskrivning vänsterpartiet regeringen angripa orsaker ojämlikhet 
197	2013-04-29	v	regeringen hänvisar teoretisk långtidseffekter jobbskatteavdraget rut-bidraget jämställdhetsbonusen vägar ökad ekonomisk jämställdhet 
198	2013-04-29	v	regeringen försämringar sjukförsäkringen begränsningen deltidsersättningen a-kassan leder ökad jämställdhet stärker incitamenten arbeta 
199	2013-04-29	v	mesta jobbskatteavdraget män rut-bidraget används högavlönade bekostnad barnomsorg hemtjänst jämställdhetsbonusen mätbar effekt mäns föräldraledighet 
200	2013-04-29	v	faktum majoriteten utförsäkrats sjukförsäkringen förlorat skärpta villkoren deltidsarbetande a-kassan kvinnor svårsmält regeringen jämställdhetsvinst 
201	2013-04-29	v	därtill regeringen låtit ekonomiskt_utsatta grupper ensamstående föräldrar garantipensionärer majoritet kvinnor halka ekonomisk 
202	2013-04-29	v	förda politiken resulterat dramatisk ökning ekonomisk skillnader män kvinnor 
203	2013-04-29	v	skillnaden årlig nettoinkomst beräknas uppgår numera kronor skillnaden nettoinkomst ökat kronor 
204	2013-04-29	v	ökade skillnader avspeglas andelen kvinnor relativa fattigdomsgränsen ökat 2011 
205	2013-04-29	v	diagram kvinnor relativa fattigdomsgränsen källa dnr 
206	2013-04-29	v	diagram inkomstgap män kvinnor källa dnr 
207	2013-04-29	v	4.7privatiseringar besparingar välfärden konjunkturinstitutets beräkningar minskade kommunfinansierade sysselsättningen 
208	2013-04-29	v	utveckling förklara kommunala konsumtionen utvecklades tämligen starkt år diagram nedan 
209	2013-04-29	v	diagram kommunfinansierad sysselsättning konsumtion konsumtion skala sysselsättning källa konjunkturinstitutet bp 
210	2013-04-29	v	diagram kommunal konsumtion källa konjunkturinstitutet bp 
211	2013-04-29	v	förklaring svaga sysselsättningsutvecklingen torde ökande andelen privata utförare vård skola omsorg skattepengar privata vinster diverse overhead-kostnader 
212	2013-04-29	v	statistiska_centralbyråns publikation finansiärer utförare vård skola omsorg innehåller uppgifter avkastning välfärdssektorn 
213	2013-04-29	v	sifferunderlaget rapporten privata utförare branscher hälso- sjukvård utbildning omsorg sammanlagt rörelseresultat avskrivningar miljarder_kronor 
